,Long,Lat,Code,Campground,Type,City,State
,26.7,-80.708,BELL,Belle Glade Marina Campground,CP,Belle Glade,FL
,28.985,-81.784,BIGB,Big Bass,NF,Umatilla,FL
,30.322,-87.404,BIGL,Big Lagoon State Park,SP,Pensacola,FL
,29.051,-81.756,BIGS,Big Scrub,NF,Umatilla,FL
,30.708,-86.883,BLAC,Blackwater River State Park,SP,Milton,FL
,30.385,-87.416,BLUE,Blue Angel Naval Military - Pensacola NAS,MIL,Pensacola,FL
,28.952,-81.334,BLUE,Blue Spring State Park,SP,Orange City,FL
,29.098,-81.652,BUCL,Buck Lake,NF,Altoona,FL
,29.423,-81.434,BULL,Bull Creek County Campground,CP,Bunnell,FL
,25.891,-81.23,BURN,Burns Lake - Big Cypress National Preserve,NP,Ochopee,FL
,30.277,-84.988,CAME,Camel Lake,NF,Bristol,FL
,29.954,-81.989,CAMP,Camp Blanding RV Military,MIL,Starke,FL
,26.004,-80.321,CBSM,CB Smith Park,CP,Pembroke Pines,FL
,28.715,-82.576,CHAS,Chassahowitzka,CP,Homosassa,FL
,30.701,-84.853,CHAT,Chattahoochee City Park,CP,Chattahoochee,FL
,28.625,-81.505,CLAR,Clarcona Horse Park,CP,Apopka,FL
,28.979,-81.551,CLEA,Clearwater Lake,NF,Paisley,FL
,30.454,-84.482,COE,Coe Landing,CP,Tallahassee,FL
,25.992,-81.59,COLL,Collier - Seminole State Park,SP,Naples,FL
,27.827,-82.487,COON,Coons Creek Military - MacDill AFB,MIL,Tampa,FL
,30.052,-85.073,COTT,Cotton Landing,NF,Sumatra,FL
,28.565,-82.206,CROO,Crooked River - Withlacoochee State Forest,SF,Ridge Manor,FL
,24.743,-80.983,CURR,Curry Hammock State Park,SP,Marathon,FL
,28.571,-82.211,CYPR,Cypress Glen - Withlacoochee State Forest,SF,Ridge Manor,FL
,30.142,-85.2,DEAD,Dead Lakes State Rec Area,SP,Wewahitchka,FL
,30.411,-86.499,DEST,Destin Army Infantry Center Military,MIL,Destin,FL
,27.817,-80.504,DONA,Donald MacDonald Campgrounds,CP,Sebastian,FL
,29.722,-84.742,DRJU,Dr. Julian G. Bruce State Park,SP,Appalachicola,FL
,27.739,-82.466,EGSI,E G Simmons County Park,CP,Ruskin,FL
,26.172,-80.16,EASP,Easterlin Park,CP,,FL
,27.928,-82.16,EDWA,Edward Medard,CP,Plant City,FL
,30.46,-86.53,EGLI,Eglin AFB Military,MIL,,FL
,30.73,-85.528,FALL,Falling Waters State Park,SP,Chipley,FL
,29.103,-81.673,FARL,Farles Prairie,NF,Altoona,FL
,29.67,-81.267,FAVE,Faver - Dykes State Park,SP,St. Augustine,FL
,26.938,-81.319,FISH,Fisheating Creek Campground,SFW,Palmdale,FL
,25.137,-80.943,FLAM,Flamingo - Everglades National Park,NP,,FL
,30.808,-85.212,FLOR,Florida Caverns State Park,SP,Marianna,FL
,29.269,-81.918,FORE,Fore Lake,NF,Silver Springs,FL
,30.668,-81.434,FORC,Fort Clinch State Park,SP,Fernandina Bea,FL
,27.614,-82.733,FORD,Fort Desoto County Park,CP,Tierra Verde,FL
,30.323,-87.274,FORP,Fort Pickens - Gulf Islands National Seashore,NP,Pensacola Beach,FL
,30.497,-86.432,FRED,Fred Gannon Rocky Bayou State Park,SP,Niceville,FL
,29.438,-81.109,GAMB,Gamble Rogers State Park,SP,Flagler Beach,FL
,30.439,-83.093,GIBS,Gibson,CP,Jasper,FL
,29.847,-81.961,GOLD,Gold Head Branch State Park,SP,Keystone Heights,FL
,29.29,-81.927,GORE,Gores Landing County Park,CP,Silver Springs,FL
,29.78,-82.94,GORN,Gornto Springs County Park,CP,Bell,FL
,30.329,-86.157,GRAY,Grayton Beach State Park,SP,Santa Rosa Beach,FL
,30.42,-84.572,HALL,Hall Landing,CP,Tallahassee,FL
,30.372,-81.404,HANN,Hanna City Park,CP,Jacksonville,FL
,29.674,-82.951,HART,Hart Springs,CP,Fanning Springs,FL
,28.607,-80.961,HATB,Hatbill County Park,CP,Christmas,FL
,30.385,-86.447,HEND,Henderson Beach State Park,SP,Destin,FL
,29.989,-85.014,HICK,Hickory  Landing,NF,Sumatra,FL
,30.462,-84.497,HIGB,High Bluff Landing - Lake Talquin State Forest,SF,Tallahassee,FL
,27.471,-81.515,HIGH,Highlands Hammock State Park,SP,Sebring,FL
,28.145,-82.224,HILL,Hillsborough River State Park,SP,Thonotosassa,FL
,29.558,-82.95,HINT,Hinton Landing County Park,CP,Old Town,FL
,30.082,-84.654,HITC,Hitchcock Lake, ,Carrabelle,FL
,28.619,-82.239,HOGI,Hog Island - Withlacoochee State Forest,SF,Bushnell,FL
,28.803,-82.381,HOLD,Holder Mine - Withlacoochee State Forest,SF,Inverness,FL
,28.973,-81.361,HONT,Hontoon Island State Park,SP,DeLand,FL
,29.277,-81.692,HOPK,Hopkins Prairie,NF,Ocala,FL
,29.44,-83.293,HORS,Horseshoe Beach County Park,CP,Horseshoe Beach,FL
,30.409,-81.421,HUGE,Huguenot City Park,CP,Mayport,FL
,30.409,-86.697,HURL,Hurlburt Field Military,MIL,Hurlburt Field,FL
,27.06,-80.97,INDI,Indian Prairie Canal RA,CP,Okeechobee,FL
,30.22,-81.682,JACK,Jacksonville NAS RV Military,MIL,Jacksonville,FL
,28.406,-80.595,JETT,Jetty Park,CP,Cape Canaveral,FL
,25.127,-80.41,JOHN,John Pennekamp - Coral Reef State Park,SP,Key Largo,FL
,27.003,-80.101,JONA,Jonathan Dickinson State Park,SP,Stuart,FL
,29.182,-81.71,JUNI,Juniper Springs,NF,,FL
,30.894,-86.645,KARL,Karick Lake Lower - Blackwater River State Forest,SF,Milton,FL
,30.896,-86.641,KARU,Karick Lake Upper  - Blackwater River State Forest,SF,Milton,FL
,28.757,-81.502,KELL,Kelly,CP,Apopka,FL
,29.519,-81.869,KENW,Kenwood Rec Area, ,Interlachen,FL
,27.539,-81.023,KISS,Kissimmee Prairie State Park,SP,Okeechobee,FL
,26.431,-81.815,KORE,Koreshan Historic State Park,SP,Estero,FL
,27.721,-81.418,LAKE,Lake Arbuckle Co Park,CP,Frostproof,FL
,29.431,-81.786,LKDE,Lake Delancy,NF,Fort Gates,FL
,29.012,-81.637,LKDO,Lake Dorr,NF,Altoona,FL
,29.252,-81.866,LKET,Lake Eaton,NF,Silver Springs,FL
,28.858,-81.903,LKGR,Lake Griffin State Rec Area,SP,Fruitland Park,FL
,27.969,-81.38,LKKI,Lake Kissimmee State Park,SP,Lake Wales,FL
,28.456,-81.721,LKLO,Lake Louisa State Park,SP,Clermont,FL
,27.475,-82.349,LKMA,Lake Manatee State Park,SP,Bradenton,FL
,28.841,-81.322,LKMO,Lake Monroe,CP,Debary,FL
,30.97,-87.294,LKST,Lake Stone,CP,Century,FL
,25.602,-80.405,LARR,Larry and Penny Thompson Park,CP,Miami,FL
,27.865,-82.228,LITH,Lithia Springs,CP,,FL
,27.658,-82.381,LITM,Little Manatee River State Park,SP,Wimauma,FL
,30.46,-81.416,LITT,Little Talbot Island State Park,SP,,FL
,24.817,-80.824,LONK,Long Key State Park,SP,Layton,FL
,25.417,-80.647,LONP,Long Pine Key - Everglades National Park,NP,,FL
,27.872,-80.47,LONG,Long Point,CP,Melbourne Beach,FL
,30.096,-84.644,MACK,Mack,NF,Sopchoppy,FL
,28.634,-81.551,MAGN,Magnolia County Park,CP,Apopka,FL
,28.238,-80.615,MANA,Manatee Cove Military - Patrick AFB,MIL,,FL
,28.504,-80.783,MANH,Manatee Hammock Park,CP,Titusville,FL
,29.496,-82.966,MANS,Manatee Springs State Park,SP,Chiefland,FL
,24.71,-81.106,MARA,Marathon Military,MIL,Marathon,FL
,26.127,-80.36,MARK,Markham Park,CP,Sunrise,FL
,30.455,-86.418,MIDB,Mid Bay Shores Military,MIL,,FL
,29.847,-81.961,MIKE,Mike Roess Gold Head State Park,SP,Keystone Heights,FL
,25.869,-81.114,MONU,Monument Lake - Big Cypress National Preserve,NP,Ochopee,FL
,28.381,-81.189,MOSS,Moss/Split Oak,CP,Orlando,FL
,28.789,-81.139,MULL,Mullet Lake County Park,CP,Geneva,FL
,28.756,-82.355,MUTU,Mutual Mine - Withlacoochee State Forest,SF,Inverness,FL
,27.24,-82.315,MYAK,Myakka River State Park,SP,Sarasota,FL
,30.051,-84.499,MYRO,Myron B. Hodge City Park,CP,Sopchoppy,FL
,30.975,-85.008,NEAL,Neals Landing Park,CP,Sneads,FL
,30.199,-84.176,NEWT,Newport County Park,CP,,FL
,30.343,-87.314,OAKG,Oak Grove Military - Pensacola NAS,MIL,Pensacola,FL
,30.248,-82.44,OCEA,Ocean Pond,NF,Olustee,FL
,30,-84.503,OCHL,Ochlockonee River State Park,SP,Sopchoppy,FL
,27.151,-80.868,OKEE,Okee-Tantie Campground and Marina,CP,Okeechobee,FL
,29.92,-82.609,OLEN,Oleno State Park,SP,High Springs,FL
,26.788,-81.309,ORTO,Ortona South,COE,Labelle,FL
,27.17,-82.477,OSCA,Oscar Scherer State Park,SP,Osprey,FL
,30.338,-81.404,OSPR,Osprey Cove Military - Mayport NS,MIL,Atlantic Beach,FL
,29.642,-82.941,OTTE,Otter Springs County Park,CP,Trenton,FL
,26.824,-80.668,PAHO,Pahokee State Park,SP,Pahokee,FL
,30.182,-85.754,PANA,Panama City CSS Military,MIL,Panama City,FL
,30.87,-84.945,PARR,Parramore Landing,CP,Sneads,FL
,29.519,-82.298,PAYN,Paynes Prairie State Park,SP,Micanopy,FL
,30.394,-81.401,PELR,Pelican Roost RV Military - Mayport NS,MIL,Jacksonville,FL
,27.111,-80.283,PHIP,Phipps County Park,CP,Stuart,FL
,30.429,-85.882,PINE,Pine Log State Forest,SF,Ebro,FL
,29.654,-81.24,PRIN,Princess Place Preserve,CP,Palm Coast,FL
,26.306,-80.153,QUIE,Quiet Waters Park,CP,Deerfield Beach,FL
,27.827,-82.487,RACC,Raccoon Creek Military - MacDill AFB,MIL,Tampa,FL
,29.088,-82.422,RAIN,Rainbow Springs State Park,SP,Dunnellon,FL
,30.095,-85.613,RAPT,Raptor Ranch - Tyndall AFB Military,MIL,Tyndall Afb,FL
,28.573,-82.201,RIVE,River Jct - Withlacoochee State Forest,SF,Ridge Manor,FL
,30.496,-86.433,ROCK,Rocky Bayou State Park,SP,Niceville,FL
,29.521,-81.801,RODM,Rodman Recreation Area,SP,Palatka,FL
,29.042,-82.295,ROSS,Ross Prairie,SP,,FL
,28.056,-81.886,SADD,Saddle Creek County Park,CP,Lakeland,FL
,29.357,-81.732,SALT,Salt Springs,NF,Ocala,FL
,29.106,-82.094,SANT,Santos Rec Area State Park,SP,Ocala,FL
,27.382,-80.306,SAVA,Savannas Recreational Park,CP,Fort Pierce,FL
,27.856,-80.446,SEBA,Sebastian Inlet State Park,SP,Vero Beach,FL
,29.329,-81.727,SHAN,Shanty Pond Recreation Area,NF,Palatka,FL
,29.209,-83.063,SHEL,Shell Mound County Park,CP,Cedar Key,FL
,29.398,-83.202,SHIR,Shired Creek County Park,CP,Cross City,FL
,24.584,-81.77,SIGS,Sigsbee RV Military - Key West NAS,MIL,Key West,FL
,30.406,-84.407,SILL,Silver Lake, ,Tallahassee,FL
,28.576,-82.218,SILV,Silver Lake  - Withlacoochee State Forest,SF,Ridge Manor,FL
,29.201,-82.051,SILR,Silver River State Park,SP,Ocala,FL
,26.681,-80.733,SOUT,South Bay RV County Park,CP,South Bay,FL
,30.135,-85.743,STAN,St. Andrews State Park,SP,Panama City,FL
,29.722,-84.742,STGE,St. George Island State Park,SP,Appalachicola,FL
,29.75,-85.395,STJO,St. Joseph Peninsula State Park,SP,Port St Joe,FL
,27.111,-80.284,STLU,St. Lucie Lock,COE,Stuart,FL
,30.33,-82.76,STEP,Stephen Foster State Park,SP,White Springs,FL
,30.378,-83.166,SUWA,Suwannee River State Park,SP,Live Oak,FL
,26.039,-80.171,TYPA,T.Y. Park, ,Hollywood,FL
,30.739,-84.937,THRE,Three Rivers State Park,SP,Sneads,FL
,28.73,-82.418,TILL,Tillis Hill  - Withlacoochee State Forest,SF,Lecanto,FL
,29.342,-81.085,TOMO,Tomoka State Park,SP,Ormond Beach,FL
,26.039,-80.171,TOPE,Topeekeegee Yugnee County Park,CP,Hollywood,FL
,30.375,-86.3,TOPS,Topsail Hill Preserve State Park,SP,Santa Rosa Beach,FL
,30.57,-84.951,TORR,Torreya State Park,SP,Bristol,FL
,28.768,-81.657,TRIM,Trimble County Park,CP,Tangerine,FL
,28.506,-81.481,TURK,Turkey Lake City Park,CP,Orlando,FL
,26.724,-81.693,WPFR,W. P. Franklin,COE,Alva,FL
,28.709,-81.463,WEKI,Wekiwa Springs State Park,SP,Orlando,FL
,30.165,-84.675,WHIT,Whitehead,NF,Sumatra,FL
,28.165,-80.663,WICK,Wickham Park,CP,Melbourne,FL
,30.447,-84.52,WILL,Williams Landing,CP,Tallahassee,FL
,28.343,-82.12,WITH,Withlacoochee River Park,CP,Dade City,FL
,30.001,-85.005,WRIG,Wright Lake,NF,Bristol,FL
,33.558,-82.897,AHST,A.H. Stephens State Park,SP,Crawfordville,GA
,31.427,-81.607,ALTA,Altamaha County Park,CP,Brunswick,GA
,34.554,-84.251,AMIC,Amicalola Falls State Park,SP,Dawsonville,GA
,32.196,-84.134,ANDE,Andersonville City Campground,CP,,GA
,34.778,-83.737,ANDR,Andrews Cove,NF,Helen,GA
,32.82,-83.801,ARRO,Arrowhead County Park,CP,Macon,GA
,34.21,-84.087,BALD,Bald Ridge Creek,COE,Cumming,GA
,31.481,-81.615,BARR,Barrington County Park,CP,,GA
,31.775,-83.008,BENH,Ben Hill Landing County Park,CP,Jacksonville,GA
,33.615,-82.513,BIGH,Big Hart - Strom Thurmond Lake,COE,Thomson,GA
,34.918,-83.402,BLAC,Black Rock Mountain State Park,SP,Mountain City,GA
,32.729,-85.095,BLAN,Blanton Creek Park,UTIL,Hamilton,GA
,32.743,-85.109,BLAN,Blanton Creek Park,UTIL,Fortson,GA
,31.154,-81.546,BLYT,Blythe Island Regional Park,CP,Brunswick,GA
,33.979,-82.589,BOBB,Bobby Brown State Park,SP,Elberton,GA
,34.689,-83.892,BOGG,Boggs Creek,NF,Cleveland,GA
,34.339,-83.952,BOLD,Bolding Mill,COE,,GA
,33.973,-82.627,BROA,Broad River - Strom Thurmond Lake,COE,,GA
,33.207,-85.083,BRUS,Brush Creek County Park,CP,Franklin,GA
,33.701,-82.263,BUSS,Bussey Point Wilderness Area, ,Lincolnton,GA
,32.835,-83.618,CENT,Central City Park - State Fairgrounds,CP,Macon,GA
,34.248,-84.048,CHAR,Charleston County Park,CP,Cumming,GA
,33.426,-84.972,CHAT,Chattahoochee Bend State Park,SP,Newnan,GA
,34.184,-83.97,CHES,Chestnut Ridge,COE,Flowery Branch,GA
,34.105,-84.683,CLAN,Clark Creek North - Allatoona Lake,COE,Cartersville,GA
,34.101,-84.683,CLAS,Clark Creek South - Allatoona Lake,COE,Cartersville,GA
,33.665,-82.443,CLAY,Clay Hill - Strom Thurmond Lake,COE,,GA
,32.829,-83.776,CLAC,Claystone County Park,CP,Macon,GA
,34.816,-85.49,CLOU,Cloudland Canyon State Park,SP,Rising Fawn,GA
,33.546,-84.704,COCH,Cochran Mill County Park,CP,Palmetto,GA
,31.308,-85.085,COHE,Coheelee Creek County Park,CP,Ft Gaines,GA
,34.763,-84.068,COOP,Cooper Creek,NF,Suches,GA
,34.198,-85.256,COOS,Coosa River County Park,CP,Rome,GA
,31.675,-85.062,COTH,Cotton Hill,COE,Fort Gaines,GA
,34.982,-84.639,COTW,Cottonwood Patch,NF,Epworth,GA
,30.841,-81.562,CROO,Crooked River State Park,SP,St. Marys,GA
,33.019,-83.726,DAME,Dames Ferry County Park,CP,Juliette,GA
,34.74,-84.14,DEEP,Deep Hole,NF,Suches,GA
,34.71,-83.912,DESO,Desoto Falls,NF,Cleveland,GA
,33.922,-84.522,DOBB,Dobbins Lakeside Military,MIL,Marietta,GA
,34.674,-83.975,DOCK,Dockery Lake,NF,Suches,GA
,34.61,-84.622,DOLL,Doll Mountain,COE,Oakman,GA
,34.312,-83.929,DUCK,Duckett Mill,COE,,GA
,30.772,-81.55,EAGL,Eagle Hammock RV Military - Kings Bay NSB,MIL,St. Marys,GA
,30.901,-84.594,EARL,Earl May Boat Basin,CP,Bainbridge,GA
,30.718,-84.851,EAST,Eastbank - Lake Seminole,COE,,GA
,33.854,-82.403,ELIJ,Elijah Clark State Park,SP,Lincolnton,GA
,32.839,-84.815,FDRO,F.D. Roosevelt State Park,SP,Pine Mountain,GA
,30.788,-84.667,FACE,Faceville Landing - Lake Seminole,COE,Bainbridge,GA
,31.94,-82.371,FALL,Falling Rocks County Park,CP,Baxley,GA
,32.09,-85.043,FLOR,Florence Marina State Park,SP,Omaha,GA
,31.886,-81.212,FOMC,Fort McAllister State Park,SP,Savannah,GA
,34.761,-84.694,FOMO,Fort Mountain State Park,SP,Chatsworth,GA
,33.985,-83.734,FORT,Fort Yargo State Park,SP,Winder,GA
,34.703,-84.149,FRAN,Frank Gross,NF,Blue Ridge,GA
,34.172,-84.72,GATE,Gatewood County Park,CP,Cartersville,GA
,31.509,-82.756,GENE,General Coffee State Park,SP,Douglas,GA
,32.545,-82.125,GEOG,George L Smith State Park,SP,Twin City,GA
,34.967,-83.774,GEOM,Georgia Mountain Fair Campground,CP,Hiawassee,GA
,31.968,-83.912,GEOV,Georgia Veterans State Park,SP,Cordele,GA
,32.085,-82.128,GORD,Gordonia-Alatamaha State Park,SP,Reidsville,GA
,30.657,-83.239,GRAS,Grassy Pond Military,MIL,Lake Park,GA
,30.847,-84.662,HALE,Hales Landing - Lake Seminole,COE,Bainbridge,GA
,33.207,-82.778,HAMB,Hamburg State Park,SP,Mitchell,GA
,33.66,-83.602,HARD,Hard Labor Creek State Park,SP,Rutledge,GA
,34.603,-84.624,HARR,Harris Branch, ,Oakman,GA
,34.377,-82.911,HART,Hart State Park,SP,Hartwell,GA
,33.937,-82.539,HEST,Hesters Ferry - Strom Thurmond Lake,COE,Tignall,GA
,34.894,-84.672,HICK,Hickory Gap,NF,Crandall,GA
,34.516,-85.073,HIDD,Hidden Creek,NF,Calhoun,GA
,33.179,-84.021,HIGH,High Falls State Park,SP,Jackson,GA
,31.913,-81.562,HOLB,Holbrook Pond Military - Fort Stewart,MIL,Hinesville,GA
,33.003,-85.192,HOLI,Holiday,COE,West Point,GA
,33.245,-83.92,INDI,Indian Springs State Park,SP,Jackson,GA
,34.863,-84.517,JACK,Jacks River Fields,NF,Epworth,GA
,34.44,-85.337,JAME,James H Sloppy Floyd State Park,SP,Summerville,GA
,33.989,-83.844,JAMS,James Shackleford County Park,CP,Auburn,GA
,31.106,-81.413,JEKY,Jekyll Island County Park,CP,Jekyll Island,GA
,33.602,-85.167,JOHN,John Tanner State Park,SP,Carrollton,GA
,31.468,-84.948,KOLO,Kolomoki Mounds State Park,SP,Blakely,GA
,34.098,-84.716,LAKA,Lake Allatoona Military - Fort McPherson,MIL,Cartersville,GA
,34.955,-83.78,LACH,Lake Chatuga,TVA,Hiawassee,GA
,34.861,-84.65,LAKC,Lake Conasauga,NF,Crandall,GA
,34.857,-84.65,LAKO,Lake Conasauga Overflow,NF,Chatsworth,GA
,33.37,-82.255,LAKL,Lake Leitner Military,MIL,Harlem,GA
,34.494,-83.495,LAKR,Lake Russell,NF,Mount Airy,GA
,33.208,-83.395,LAKN,Lake Sinclair,NF,Eatonton,GA
,34.739,-83.97,LAKW,Lake Winfield Scott,NF,Suches,GA
,34.68,-83.343,LAKY,Lake Yonah County Park,CP,Toccoa,GA
,31.144,-82.214,LAUR,Laura S. Walker State Park,SP,Waycross,GA
,34.353,-83.808,LAUR,Laurel Park - Lake Lanier,CP,Gainesville,GA
,33.352,-83.168,LAWR,Lawrence Shoals,UTIL,Eatonton,GA
,32.092,-82.885,LITT,Little Ocmulgee State Park,SP,McRae,GA
,31.988,-81.185,LOTT,Lotts Island Army Airfield RV Military - Hunter AAF,MIL,Savannah,GA
,34.751,-83.783,LOW,Low Gap Creek,NF,Helen,GA
,34.181,-84.689,MACE,Macedonia, ,Carterville,GA
,32.874,-81.958,MAGN,Magnolia Springs State Park,SP,Millen,GA
,31.553,-84.034,MARI,Marine Albany RV Military,MIL,Albany,GA
,33.447,-84.952,MCIN,McIntosh Reserve Park,CP,Whitesburg,GA
,34.192,-84.722,MCKA,McKaskey Creek - Allatoona Lake,COE,Cartersville,GA
,34.115,-84.693,MCKI,McKinney - Allatoona Lake,COE,Cartersville,GA
,34.417,-82.867,MILT,Miltown,COE,Hartwell,GA
,33.643,-82.385,MIST,Mistletoe State Park,SP,Appling,GA
,34.845,-83.589,MOCC,Moccasin Creek State Park,SP,Clayton,GA
,34.869,-84.244,MORG,Morganton Point,NF,Morganton,GA
,34.762,-84.072,MULK,Mulky,NF,Morganton,GA
,33.448,-83.826,NEWT,Newton Factory Shoals Rec Area,CP,Covington,GA
,33.721,-83.291,OCON,Oconee River,NF,Watkinsville,GA
,33.293,-83.2,OCOS,Oconee Springs County Park,CP,Eatonton,GA
,34.222,-83.949,OLDF,Old Federal,COE,Flowery Branch,GA
,34.09,-84.713,OLDH,Old Hwy 41 - Allatoona Lake,COE,Acworth,GA
,33.394,-83.21,OLDS,Old Salem,UTIL,Greensboro,GA
,31.617,-84.138,PARC,Parks at Chehaw,CP,Albany,GA
,33.515,-83.267,PARF,Parks Ferry,UTIL,Greensboro,GA
,31.701,-83.259,PAUL,Paulk City Park,CP,Fitzgerald,GA
,34.121,-84.619,PAYN,Payne - Allatoona Lake,COE,Cartersville,GA
,34.471,-82.967,PAYC,Paynes Creek,COE,Hartwell,GA
,33.66,-82.261,PETE,Petersburg - Strom Thurmond Lake,COE,Appling,GA
,34.586,-85.083,POCK,Pocket,NF,Armuchee,GA
,33.689,-82.315,POIN,Pointes West Military - Fort Gordon,MIL,Appling,GA
,34.948,-84.098,POTE,Poteete Creek,CP,Blairsville,GA
,33.024,-85.156,PYNE,Pyne Road Park,CP,LaGrange,GA
,32.922,-85.156,RSHA,R Shaefer Heard,COE,West Point,GA
,34.754,-83.474,RABU,Rabun Beach,NF,Clarkesville,GA
,33.629,-82.476,RAYS,Raysville - Strom Thurmond Lake,COE,Thomson,GA
,34.148,-84.713,REDT,Red Top Mountain State Park,SP,Cartersville,GA
,31.161,-83.54,REED,Reed Bingham State Park,SP,Adel,GA
,34.181,-82.767,RICH,Richard B. Russell State Park,SP,Elberton,GA
,33.677,-82.264,RIDG,Ridge Road - Strom Thurmond Lake,COE,Appling,GA
,34.65,-84.6,RIDW,Ridgeway, ,Ellijay,GA
,34.288,-83.904,RIVF,River Forks County Park,CP,Gainesville,GA
,30.739,-84.857,RIVJ,River Junction - Lake Seminole,COE,Chattahoochee- FL,GA
,32.245,-84.911,RIVB,Riverbend County Park,CP,Cusseta,GA
,32.022,-80.852,RIVE,Rivers End City Park,CP,Tybee Island,GA
,34.531,-84.759,SALA,Salacoa Creek Park,CP,Ranger,GA
,34.961,-83.558,SAND,Sandy Bottoms Rec. Area,NF,Clayton,GA
,34.928,-83.264,SARA,Sarahs Creek,NF,Clayton,GA
,34.18,-84.077,SAWN,Sawnee,COE,Cumming,GA
,30.721,-81.549,SEAC,Sea Camp - Cumberland Island Natl Seashore,NP,St. Mary's,GA
,34.753,-83.501,SEED,Seed Campground,UTIL,Lakemont,GA
,30.805,-84.879,SEMI,Seminole State Park,SP,Donalsonville,GA
,34.21,-84.037,SHAD,Shady Grove,COE,Cumming,GA
,34.166,-84.014,SHOA,Shoal Creek,COE,Buford,GA
,31.948,-81.053,SKID,Skidaway Island State Park,SP,Savannah,GA
,31.172,-84.742,SPRG,Spring Creek City Park,CP,Colquitt,GA
,34.441,-82.822,SPRI,Springfield,COE,,GA
,33.015,-85.219,STAT,Stateline,COE,,GA
,30.827,-82.361,STEP,Stephen C. Foster State Park,SP,Fargo,GA
,33.807,-84.144,STON,Stone Mountain Park Campground,AUTH,Stone Mountain,GA
,34.191,-84.585,SWEE,Sweetwater - Allatoona Lake,COE,Cartersville,GA
,34.74,-83.4,TALG,Tallulah Gorge State Park,SP,Tallulah Falls,GA
,34.928,-83.545,TALR,Tallulah River,NF,Clayton,GA
,33.734,-85.262,TALL,Tally Valley County Park,CP,Tallapoosa,GA
,34.954,-83.553,TATE,Tate Branch,NF,Clayton,GA
,31.617,-84.138,THEP,The Parks at Chehaw City,CP,Albany,GA
,34.594,-83.358,TOCC,Toccoa Falls College RV Park,CP,Toccoa Falls,GA
,31.948,-82.507,TOWN,Towns Bluff County Park,CP,Hazlehurst,GA
,30.831,-82.005,TRAD,Traders Hill County Park,CP,Folkston,GA
,34.502,-83.082,TUGA,Tugaloo State Park,SP,Lavonia,GA
,32.306,-84.959,UCHE,Uchee Creek Military,MIL,Fort Mitchell,GA
,34.724,-83.722,UNIC,Unicoi State Park,SP,Helen,GA
,34.79,-83.784,UPPE,Upper Chattahoochee River,NF,Helen,GA
,34.203,-84.679,UPPS,Upper Stamp Creek - Allatoona Lake,COE,Cartersville,GA
,33.811,-85.143,VFWC,VFW County Park,CP,Buchanan,GA
,34.151,-84.617,VICT,Victoria - Allatoona Lake,COE,Cartersville,GA
,34.299,-83.159,VICB,Victoria Bryant State Park,SP,Royston,GA
,34.768,-83.918,VOGE,Vogel State Park,SP,Blairsville,GA
,34.335,-83.963,WAR,War Hill, ,Dawsonville,GA
,32.593,-83.567,WARN,Warner Robins AFB Military,MIL,,GA
,34.344,-82.842,WATS,Watsadlers,COE,Hartwell,GA
,34.026,-83.075,WATM,Watson Mill Bridge State Park,SP,Comer,GA
,33.022,-85.183,WHIT,Whitetail Ridge,COE,LaGrange,GA
,32.349,-84.064,WHTC,Whitewater Creek County Park,CP,Oglethorpe,GA
,34.828,-83.619,WIL1,Wildcat 1,NF,Clayton,GA
,34.832,-83.626,WIL2,Wildcat 2,NF,Clayton,GA
,33.639,-82.289,WILD,Wildwood County Park,CP,Appling,GA
,33.646,-82.414,WINF,Winfield - Strom Thurmond Lake,COE,Appling,GA
,34.627,-84.641,WOOD,Woodring Branch,COE,Oakman,GA
,34.09,-84.721,WORL,World Famous Lake Military - Atlanta NAS,MIL,Cartersville,GA
,36.764,-84.547,ALUM,Alum Ford - Big South Fork Area,NP,,KY
,37.624,-86.454,AXTE,Axtel - Rough River Lake,COE,Harned,KY
,36.751,-87.982,BACO,Bacon Creek - DFWR,SFW,Cadiz,KY
,36.889,-86.096,BAIL,Baileys Point - Barren River Lake,COE,Bowling Green,KY
,36.908,-88.204,BARG,Barge Island - DFWR,SFW,Benton,KY
,36.854,-86.062,BARR,Barren River Lake State Park,SP,Lucas,KY
,36.895,-86.132,BART,Barren River Tailwater,COE,Scottsville,KY
,36.93,-86.027,BEAV,Beaver Creek - Glasgow, ,Bowling Green,KY
,37.029,-84.317,BRRA,Bee Rock Rec Area,NF,Somerset,KY
,38.889,-84.748,BIGB,Big Bone Lick State Park,SP,Union,KY
,37.181,-89.035,BIGT,Big Turner Lake 1 - Ballard WMA,SFW,Barlow,KY
,36.922,-88.154,BIRM,Birmingham Ferry/Smith Bay - LBL,NF,Eddyville,KY
,36.677,-84.519,BLUH,Blue Heron - Big South Fork Area,NP,Stearns,KY
,38.43,-83.994,BLUE,Blue Licks State Park,SP,Carlisle,KY
,38.499,-84.876,BOAT,Boat Ramp - Elmer Davis Lake - DFWR,SFW,Owenton,KY
,38.706,-84.621,BOLT,Boltz Lake Ramp - DFWR,SFW,Williamstown,KY
,37.293,-82.298,BREA,Breaks Interstate Park,SP,,KY
,38.203,-83.012,BRUI,Bruin Creek - DFWR,SFW,Sandy Hook,KY
,37.345,-83.47,BUCK,Buckhorn  Dam Rec Area - Buckhorn Lake,COE,Buckhorn,KY
