,Long,Lat,Code,Campground,Type,City,State
,38.736,-86.928,WEST,West Boggs Park,CP,Loogootee,IN
,39.904,-85.438,WESW,Westwood Park,AUTH,New Castle,IN
,40.124,-85.969,WHIR,White River Campground,CP,Cicero,IN
,39.612,-84.942,WHIT,Whitewater Memorial State Park,SP,Liberty,IN
,40.971,-87.517,WILL,Willow Slough State Fish and Wildlife Area,SP,Morocco,IN
,39.186,-86.339,YELL,Yellowwood State Forest,SP,Nashville,IN
,38.673,-95.582,110M,110 Mile Park - Pomona Reservoir,COE,Overbrook,KS
,39.546,-97.657,AIRP,Airport Park,CP,Concordia,KS
,37.175,-98.049,ANTH,Anthony City Lake,CP,Anthony,KS
,37.247,-97.764,ARGO,Argonia River Park,CP,Argonia,KS
,37.148,-100.761,ARKA,Arkalon Park,CP,Liberal,KS
,38.493,-95.751,ARRO,Arrow Rock - Melvern Reservoir,COE,Melvern,KS
,39.638,-95.451,ATCH,Atchison County Lake,CP,Atchison,KS
,39.632,-95.174,ATCH,Atchison State Fishing Lake,SP,Atchison,KS
,39.818,-101.042,ATWO,Atwood Lions Club Park,CP,Atwood,KS
,39.815,-101.042,ATWO,Atwood Lions Park,CP,Atwood,KS
,39.457,-95.779,BANN,Banner Creek,CP,Holton,KS
,37.023,-94.72,BAXT,Baxter Springs Riverside Park,CP,Baxter Springs,KS
,39.567,-97.288,BERN,Berner Memorial Campground,CP,Clifton,KS
,37.898,-101.257,BEYM,Beymer Water Recreation Park,CP,Lakin,KS
,37.274,-94.939,BIGB,Big Brutus Museum,CP,West Mineral,KS
,38.912,-95.376,BLOO,Bloomington East - Clinton Lake,COE,Lawrence,KS
,39.683,-96.666,BLUE,Blue Rapids/Riverside City Park,CP,Blue Rapids,KS
,38.633,-98.005,BOLD,Boldt Bluff - Kanopolis Lake,COE,Salina,KS
,38.069,-100,BUCK,Buckner Valley Park,CP,Jetmore,KS
,37.806,-95.446,CAMP,Camp Hunter Park,CP,Humboldt,KS
,38.177,-99.168,CAMP,Camp Pawnee,CP,Larned,KS
,38.693,-96.536,CANN,Canning Creek - Council Grove Lake,COE,Council Grove,KS
,38.675,-95.678,CARB,Carbolyn Park - Pomona Lake,COE,Ottawa,KS
,37.257,-95.849,CARD,Card Creek - Elk City Lake,COE,Independence,KS
,37.275,-97.163,CAVE,Cave Park,CP,Oxford,KS
,38.808,-99.732,CEBN,Cedar Bluff State Park - North Shore,SP,Ellis,KS
,38.772,-99.764,CEBS,Cedar Bluff State Park - South Shore,SP,Brownell,KS
,38.693,-95.609,CEDP,Cedar Park - Pomona Reservoir,COE,Ottawa,KS
,39.703,-96.152,CENT,Centralia Lake,CP,Centralia,KS
,39.455,-98.114,CHAU,Chautauqua Park,CP,Beloit,KS
,37.753,-97.79,CHEE,Cheney State Park - East Shore,SP,Mt.Hope,KS
,37.724,-97.832,CHEW,Cheney State Park - West Shore,SP,Cheney,KS
,37.284,-95.471,CHER,Cherryvale - Big Hill Lake,COE,Cherryvale,KS
,37.119,-101.894,CIMA,Cimarron,NF,Elkhart,KS
,39.208,-97.014,CLAY,Clay County Park,CP,Wakefield,KS
,38.942,-95.354,CLIN,Clinton State Park,SP,Lawrence,KS
,38.501,-95.719,COEU,Coeur DAlene - Melvern Lake,COE,Melvern,KS
,38.391,-97.086,COTT,Cottonwood Point - Marion Lake,COE,Marion,KS
,39.781,-97.893,COUR,Courtland City Park,CP,Courtland,KS
,37.476,-94.664,CRAF,Crawford State Fishing Lake,SP,Farlington,KS
,37.644,-94.813,CRAW,Crawford State Park,SP,Farlington,KS
,39.085,-96.936,CURT,Curtis Creek - Milford Lake,COE,Junction City,KS
,38.248,-95.756,DAMA,Dam Site Area - John Redmond Reservoir,COE,Burlington,KS
,37.646,-96.069,DAMF,Damsite - Fall River Lake,COE,El Dorado,KS
,37.177,-95.104,DANN,Danny Elliott Park,CP,Oswego,KS
,37.775,-99.947,DODG,Dodge City Roadside Park,CP,Dodge City,KS
,38.192,-95.736,DRAK,Drake City Park,CP,Burlington,KS
,37.036,-95.078,EAST,East River Park,CP,Chetopa,KS
,38.536,-95.747,EISE,Eisenhower State Park,SP,Osage City,KS
,37.833,-96.786,ELDO,El Dorado State Park,SP,El Dorado,KS
,37.256,-95.771,ELKC,Elk City State Park,SP,Independence,KS
,38.361,-98.589,ELLI,Ellinwood City Park,CP,Ellinwood,KS
,38.94,-99.558,ELLI,Ellis Lakeside City Campground,CP,Ellis,KS
,37.047,-95.084,ELMO,Elmore Park,CP,Chetopa,KS
,37.567,-95.241,ERIE,Erie City Park,CP,Erie,KS
,37.652,-96.097,FALR,Fall River State Park,SP,Toronto,KS
,39.152,-96.901,FARN,Farnum Creek - Milford Lake,COE,Milford,KS
,37.788,-94.754,FORT,Fort Scott Lake,CP,Fort Scott,KS
,37.425,-94.715,FOUR,Four Oaks RV Park,CP,Pittsburg,KS
,37.564,-101.337,FRAZ,Frazier Park,CP,Ulysses,KS
,38.387,-97.149,FREN,French Creek Cove - Marion Lake,COE,Marion,KS
,38.894,-96.854,GEAR,Geary State Fishing Lake,SP,Junction City,KS
,39.503,-98.325,GLEN,Glen Elder State Park,SP,Glen Elder,KS
,38.525,-99.311,GRAS,Grass Park - La Crosse,CP,Lacrosse,KS
,39.429,-96.622,GREE,Greenwood Park,CP,Olsburg,KS
,37.829,-94.723,GUNN,Gunn Park,CP,Fort Scott,KS
,38.055,-97.204,HARE,Harvey County East Park,CP,Newton,KS
,38.078,-97.583,HARW,Harvey County West Park,CP,Newton,KS
,38.656,-97.005,HERR,Herrington City Lakes,CP,Herrington,KS
,38.275,-95.786,HICE,Hickory Creek East - John Redmond Reservoir,COE,Burlington,KS
,38.271,-95.796,HICW,Hickory Creek West - John Redmond Reservoir,COE,Burlington,KS
,38.363,-97.108,HILL,Hillsboro Cove - Marion Lake,COE,Marion,KS
,38.665,-94.888,HILD,Hillsdale State Park,SP,Paola,KS
,38.514,-98.783,HOIS,Hoisington Park,CP,Hoisington,KS
,38.093,-95.638,HOLI,Holiday Park - Le Roy ,CP,Leroy,KS
,37.754,-95.943,HOLL,Holliday Hill - Cross Timbers State Park,SP,Toronto,KS
,38.667,-97.991,KANA,Horsethief - Kanopolis State Park,SP,Marquette,KS
,39.671,-95.515,HORT,Horton Mission Lake,CP,Horton,KS
,39.379,-97.137,HUNT,Huntress City Park,CP,Clay Center,KS
,37.143,-95.288,IDLE,Idle Hour Lake,CP,Altamont,KS
,38.052,-99.958,JETM,Jetmore City Lake,CP,Jetmore,KS
,39.698,-98.282,JEWE,Jewell State Fishing Lake,SP,Jewell,KS
,38.498,-94.959,JOHN,John Brown Memorial Park,CP,Osawatomie,KS
,37.173,-95.104,KAMP,Kamp Siesta,CP,Oswego,KS
,38.687,-96.493,KANS,Kansas View - Council Cove Lake,COE,Council Grove,KS
,39.786,-100.002,KEIT,Keith Sebelius Lake RA,BOR,Norton,KS
,38.189,-95.736,KELL,Kelley City Park,CP,Burlington,KS
,38.696,-96.496,KITC,Kit Carson Cove - Council Grove Lake,COE,Council Grove,KS
,37.614,-97.631,LAKA,Lake Afton Park,CP,Goddard,KS
,37.246,-99.344,LAKC,Lake Coldwater,CP,Coldwater,KS
,38.292,-95.24,LAKG,Lake Garnett City Park,CP,Garnett,KS
,38.596,-94.846,LAKM,Lake Miola City Park,CP,Paola,KS
,37.407,-95.35,LAKP,Lake Parsons,CP,Parsons,KS
,39.004,-95.624,LASH,Lake Shawnee County Campground,CP,Topeka,KS
,38.604,-97.975,KANO,Langley Point - Kanopolis State Park,SP,Marquette,KS
,38.369,-94.667,LINN,Linn County Park,CP,LaCygne,KS
,39.628,-99.579,LOGA,Logan Lake City Park,CP,Logan,KS
,38.838,-95.374,LONE,Lone Star Lake Park,CP,Lawrence,KS
,39.19,-95.442,LONG,Longview - Perry Lake,COE,Oskaloosa,KS
,37.143,-95.288,LOUG,Louie P. Gartner RA,CP,Altamont,KS
,38.511,-94.673,LOUI,Louisburg Middle Creek State Fishing Lake,SP,Louisburg,KS
,39.905,-98.051,LOVE,Lovewell State Park,SP,Webber,KS
,38.969,-98.503,LUCA,Lucas - Wilson Reservoir,COE,Lucas,KS
,39.119,-98.692,LURA,Luray North City Park,CP,Luray,KS
,38.34,-98.21,LYON,Lyons City Campground,CP,Lyons,KS
,39.67,-98.155,MAAG,MAAG Memorial Park,CP,Jewell,KS
,38.101,-96.149,MADI,Madison City Lake,CP,Madison,KS
,39.787,-98.215,MANK,Mankato City Park,CP,Mankato,KS
,37.772,-95.91,MANN,Manns Cove - Cross Timbers State Park,SP,Toronto,KS
,38.317,-96.993,MARI,Marion County Park,CP,Marion,KS
,38.381,-97.075,MARC,Marion Cove - Marion Lake,COE,Marion,KS
,37.338,-95.247,MARV,Marvel Park,CP,Parsons,KS
,39.839,-96.647,MARY,Marysville City Park,CP,Marysville,KS
,37.617,-97.249,MCCO,McConnell AFB Military,MIL,Derby,KS
,38.476,-97.472,MCPH,McPherson State Fishing Lake,SP,Canton,KS
,37.284,-100.328,MEAD,Meade City Park,CP,Meade,KS
,37.164,-100.438,MEAD,Meade State Park,SP,Meade,KS
,37.278,-98.575,MEDI,Medicine Lodge City Park,CP,Medicine Lodge,KS
,38.66,-95.552,MICH,Michigan Valley - Pomona Reservoir,COE,Michigan Valle,KS
,39.101,-96.9,MILF,Milford State Park,SP,Milford,KS
,39.119,-97.711,MINN,Minneapolis City Park,CP,Minneapolis,KS
,38.936,-98.59,MINO,Minooka - Wilson Reservoir,COE,Dorrance,KS
,37.364,-96.298,MOLI,Moline City Park,CP,Moline,KS
,37.273,-95.456,MOUN,Mound Valley - Big Hill Lake,COE,Cherryvale,KS
,37.27,-97.173,NAPA,Napawalla Park,CP,Oxford,KS
,38.681,-96.517,NEOS,Neosho - Council Cove Lake,COE,Council Grove,KS
,37.041,-97.039,NEWM,Newman Park,CP,Arkansas City,KS
,37.417,-95.675,NORM,Norman No.1 Museum RV Park,CP,Neodesha,KS
,38.565,-97.673,OLDM,Old Mill - Lindburg,CP,Lindsborg,KS
,39.225,-95.443,OLDT,Old Town - Perry Lake,COE,Oskaloosa,KS
,39.397,-96.408,OREG,Oregon Trail RV Park,CP,Westmoreland,KS
,38.528,-94.994,OSAW,Osawatomie City Lake,CP,Osawatomie,KS
,39.105,-97.558,OTTO,Ottawa State Fishing Lake,SP,Minneapolis,KS
,39.11,-95.42,OUTL,Outlet - Perry Lake,COE,Perry,KS
,37.28,-95.783,OUTC,Outlet Channel - Elk City Lake,COE,Independence,KS
,38.515,-95.707,OUTM,Outlet Park - Melvern,COE,Melvern,KS
,38.643,-95.561,OUTO,Outlet Park - Pomona Reservoir,COE,Michigan Valle,KS
,39.144,-95.485,PERR,Perry State Park,SP,Ozawkie,KS
,39.755,-99.335,PHIL,Phillipsburg City Park,CP,Phillipsburg,KS
,37.425,-94.715,PITT,Pittsburg City,CP,Pittsburg,KS
,38.654,-95.581,POMO,Pomona State Park,SP,Vassar,KS
,39.947,-95.781,PONY,Pony Creek Lake,CP,Sabetha,KS
,39.807,-99.951,PRAI,Prairie Dog State Park,SP,Norton,KS
,37.596,-100.452,PRAI,Prairie Wind RV Park,CP,Montezuma,KS
,37.63,-98.684,PRAT,Pratt County Veterans Memorial Park,CP,Pratt,KS
,39.64,-98.044,RAND,Randall City Park,CP,Randall,KS
,38.256,-95.763,REDN,Redmond Cove North - John Redmond Reservoir,COE,Burlington,KS
,38.254,-95.759,REDS,Redmond Cove South - John Redmond Reservoir,COE,Burlington,KS
,38.709,-96.503,RICN,Richey Cove North - Council Grove Lake,COE,Council Grove,KS
,38.702,-96.502,RICS,Richey Cove South - Council Grove Lake,COE,Council Grove,KS
,37.036,-95.589,RIVC,Rivercrest - Walter Johnson City Park,CP,Coffeyville,KS
,39.332,-94.911,RIVE,Riverfront City Park,CP,Leavenworth,KS
,38.607,-97.962,RIVK,Riverside - Kanopolis Reservoir,COE,Salina,KS
,38.25,-95.754,RIVE,Riverside East - John Redmond Reservoir,COE,Burlington,KS
,38.239,-95.756,RIVW,Riverside West - John Redmond Reservoir,COE,Burlington,KS
,39.122,-95.454,ROCK,Rock Creek - Perry Lake,COE,Perry,KS
,37.815,-94.752,ROCL,Rock Creek Lake - Fort Scott,CP,Fort Scott,KS
,37.662,-96.105,ROCR,Rock Ridge Cove North - Fall River Lake,COE,Toronto,KS
,38.891,-95.376,ROCH,Rockhaven - Clinton Lake,COE,Lawrence,KS
,39.829,-97.622,ROCK,Rocky Pond City Park,CP,Belleville,KS
,37.521,-95.798,ROLL,Rollin RED Vandever Memorial Park,CP,Fredonia,KS
,39.06,-96.939,ROLL,Rolling Hills - Milford Lake,COE,Junction City,KS
,39.903,-95.902,SABE,Sabetha Lake,CP,Sabetha,KS
,37.646,-95.453,SANT,Santa Fe City RV Park,CP,Chanute,KS
,37.703,-97.053,SANL,Santa Fe Lake - Augusta,CP,Augusta,KS
,38.685,-96.525,SANF,Santa Fe Trail - Council Grove Lake,COE,Council Grove,KS
,39.839,-100.495,SAPP,Sappa Park,CP,Oberlin,KS
,39.143,-96.937,SCHO,School Creek - Milford Lake,COE,Wakefield,KS
,38.668,-100.918,SCOT,Scott State Park,SP,Scott City,KS
,37.128,-96.184,SEDA,Sedan City Park,CP,Sedan,KS
,39.217,-95.812,SHAW,Shawnee State Fishing Lake,SP,Silver Lake,KS
,39.36,-100.236,SHER,Sheridan State Fishing Lake,SP,Hoxie,KS
,39.145,-95.432,SLOU,Slough Creek - Perry Lake,COE,Perry,KS
,39.785,-98.794,SMIT,Smith Center Roadside Area,CP,Smith Center,KS
,38.268,-95.248,SOUT,South Lake Veterans Memorial Park - Garnett,CP,Garnett,KS
,37.867,-95.746,SOUT,South Owl Lake,CP,Yates Center,KS
,39.19,-96.073,STMA,St Marys Riverside Park,CP,St. Marys,KS
,39.767,-101.8,STFR,St. Francis City Campground,CP,St. Francis,KS
,38.205,-98.202,STER,Sterling Lake Park,CP,Sterling,KS
,39.308,-96.653,STOC,Stockdale - Tuttle Creek Reservoir,COE,Manhattan,KS
,39.435,-99.28,STOP,Stockton City Park,CP,Stockton,KS
,38.484,-95.866,SUND,Sun Dance - Melvern Lake,COE,Lebo,KS
,38.369,-96.534,SWOP,Swope Park,CP,Cottonwood Fal,KS
,38.969,-98.488,SYLV,Sylvan - Wilson Reservoir,COE,Lucas,KS
,37.961,-101.759,SYRA,Syracuse Sand Dunes,CP,Syracuse,KS
,37.036,-95.595,THEW,The Woods - Walter Johnson City Park,CP,Coffeyville,KS
,38.866,-97.613,THOM,Thomas City Park,CP,Salina,KS
,39.214,-96.972,TIMC,Timber Creek - Milford Lake,COE,Junction City,KS
,37.296,-95.446,TIMB,Timber Hill - Big Hill Lake, ,Cherryvale,KS
,37.775,-95.942,TORO,Toronto Point - Cross Timbers State Park,SP,Toronto,KS
,38.505,-95.789,TURK,Turkey Point  - Melvern Lake,COE,Osage City,KS
,39.279,-96.633,TUTC,Tuttle Creek Cove - Tuttle Creek Lake,COE,Manhattan,KS
,39.256,-96.589,TUTT,Tuttle Creek State Park,SP,Manhattan,KS
,36.802,-94.756,TWIN,Twin Bridges State Rec Area,SP,,KS
,38.633,-97.988,VENA,Venango - Kanapolis Reservoir,COE,Marquette,KS
,37.053,-97.028,WALN,Walnut River City Park,CP,Arkansas City,KS
,37.842,-96.822,WALN,Walnut River RV Park,CP,El Dorado,KS
,39.535,-95.151,WARN,Warnock Lake Park,CP,Atchison,KS
,39.809,-97.054,WASH,Washington City Park,CP,Washington,KS
,39.693,-96.744,WATE,Waterville City,CP,Waterville,KS
,39.41,-99.449,WEBS,Webster State Park,SP,Stockton,KS
,37.216,-97.52,WELE,Wellington Lake East Rec Area,CP,Wellington,KS
,37.217,-97.528,WELW,Wellington Lake West Rec Area,CP,Wellington,KS
,38.219,-95.799,WESW,West Wingwall - John Redmond Reservoir,COE,Burlington,KS
,37.67,-96.077,WHIT,White Hall Bay - Fall River Lake,COE,El Dorado,KS
,37.697,-95.675,WILL,Wilson State Fishing Lake,CP,Buffalo,KS
,38.909,-98.495,WILS,Wilson State Park,SP,Sylvan Grove,KS
,37.346,-96.896,WINF,Winfield City Lake,CP,Winfield,KS
,37.238,-97.01,WINF,Winfield Fairgrounds RV,CP,Winfield,KS
,38.676,-95.568,WOLF,Wolf Creek - Pomona Reservoir,COE,Michigan Valle,KS
,38.354,-98.588,WOLF,Wolf Pond Park,CP,Ellinwood,KS
,38.926,-95.436,WOOD,Woodridge - Clinton Lake,COE,Lawrence,KS
,38.644,-98.014,YANK,Yankee Run - Kanopolis Lake,COE,Salina,KS
,37.835,-95.799,YATE,Yates Center Reservoir,CP,Yates Center,KS
,42.812,-83.166,ADDI,Addison Oaks County Park,CP,Leonard,MI
,47.04,-88.925,AGAT,Agate Beach,CP,Toivola,MI
,44.574,-83.803,ALC1,Alcona Park 1,CP,Glennie,MI
,42.658,-82.515,ALGO,Algonac State Park,SP,Marine City,MI
,45.524,-84.465,ALOH,Aloha State Park,SP,Cheboygan,MI
,44.407,-84.257,AMBR,Ambrose Lake - State Forest,SF,West Branch,MI
,46.226,-87.493,ANDE,Anderson Lake West - Gwinn State Forest,SF,Gwinn,MI
,46.704,-85.038,ANDR,Andrus Lake - State Forest,SF,Paradise,MI
,42.008,-85.04,ANGE,Angel Cove,CP,Coldwater,MI
,42.507,-83.836,APPL,Appleton Lake - Brighton Rec Area,SP,Brighton,MI
,44.673,-85.522,ARBU,Arbutus No. 4 - State Forest,SF,Traverse City,MI
,43.281,-83.548,ARTH,Arthur Latham Park,CP,Millington,MI
,44.05,-83.688,AUGR,Au Gres City Park,CP,Au Gres,MI
,46.488,-84.307,AUNE,Aune - Osborn RV Park,CP,Sault Ste. Marie,MI
,46.488,-84.307,AUNE,Aune Osborn RV Park,CP,Sault Ste. Marie,MI
,46.394,-86.838,AUTR,Autrain Lake,NF,Au Train,MI
,44.932,-84.187,AVER,Avery Lake - State Forest,SF,Atlanta,MI
,46.761,-88.501,BARA,Baraga State Park,SP,Baraga,MI
,45.11,-85.36,BARN,Barnes County Park,CP,Eastport,MI
,42.633,-85.284,BARR,Barry Expo Center,CP,Hastings,MI
,46.263,-87.586,BAS1,Bass Lake 1- State Forest,SF,Gwinn,MI
,46.129,-88.59,BATE,Bates Township Park - Sunset Lake,CP,Iron River,MI
,44.492,-85.528,BAXT,Baxter Bridge - State Forest,SF,Manton,MI
,43.667,-83.908,BAYC,Bay City State Park,SP,Bay City,MI
,46.442,-86.708,BAYF,Bay Furnace,NF,Munising,MI
,46.45,-84.78,BAYV,Bay View,NF,Raco,MI
,44.148,-86.031,BEAR,Bear Track,NF,Irons,MI
,45.657,-85.495,BEAV,Beaver Island - State Forest,SF,Beaver Island,MI
,44.93,-83.793,BEAL,Beaver Lake County Park,CP,Lachine,MI
,43.669,-85.89,BENT,Benton Lake,NF,White Cloud,MI
,46.591,-89.574,BERG,Bergland Town Park,CP,Bergland,MI
,42.975,-85.121,BERT,Bertha Brock County Park,CP,Ionia,MI
,46.092,-88.428,BEWA,Bewabic State Park,SP,Crystal Falls,MI
,44.945,-84.38,BIBL,Big Bear Lake - State Forest,SF,Johannesburg,MI
,44.942,-84.388,BIBP,Big Bear Point - State Forest,SF,Gaylord,MI
,43.524,-85.582,BIGB,Big Bend Park,CP,White Cloud,MI
,46.865,-88.085,BIGE,Big Erics Bridge - State Forest,SF,L'Anse,MI
,46.039,-85.594,BIGK,Big Knob - State Forest,SF,Naubinway,MI
,46.612,-88.573,BIGL,Big Lake State Forest,SF,,MI
,43.907,-85.078,BIGM,Big Mud Lake - State Forest,SF,Lake Station,MI
,44.927,-84.192,BIGO,Big Oaks - State Forest,SF,Atlanta,MI
,45.656,-85.495,BILL,Bill Wagner Memorial Park,CP,Beaver Island,MI
,42.502,-83.846,BISH,Bishop Lake - Brighton Rec Area,SP,Pinckney,MI
,43.71,-84.397,BLA2,Black Creek - State Forest,SF,Sanford,MI
,43.748,-86.12,BLAC,Black Lake Co Park,CP,Walkerville,MI
,45.491,-84.266,BLAL,Black Lake Trail Camp - Mackinaw State Forest,SF,Cheboygan,MI
,46.117,-85.364,BLR1,Black River - State Forest,SF,Naubinway,MI
,46.664,-90.052,BLR2,Black River Harbor,NF,Ironwood,MI
,43.525,-85.071,BLAN,Blanchard Millpond Park,CP,Blanchard,MI
,46.669,-85.762,BLS1,Blind Sucker 1 - State Forest,SF,Newberry,MI
,46.668,-85.755,BLS2,Blind Sucker 2 - State Forest,SF,Deer Park,MI
,43.849,-85.437,BLOD,Blodgett Landing,CP,Hersey,MI
,43.452,-86.193,BLUL,Blue Lake County Park,CP,Holton,MI
,46.662,-88.914,BOBL,Bob Lake,NF,Mass City,MI
,46.359,-89.673,BOBC,Bobcat Lake,NF,Marenisco,MI
,46.706,-85.337,BODI,Bodi Lake - State Forest,SF,Newberry,MI
,46.408,-89.133,BOND,Bond Falls Flowage,UTIL,Paulding,MI
,45.991,-87.272,BONE,Boney Falls,UTIL,Cornell,MI
,43.888,-85.94,BOWM,Bowman Bridge,NF,Baldwin,MI
,41.932,-84.99,BRFG,Branch County Fairgrounds RV,CP,Coldwater,MI
,43.914,-85.825,BRAY,Bray Creek - State Forest,SF,Baldwin,MI
,46.008,-84.972,BREV,Brevort Lake,NF,Moran,MI
,46.413,-84.556,BRIM,Brimley State Park,SP,Brimley,MI
,42.455,-85.685,BROO,Brookside City Park,CP,Otsego,MI
,43.561,-85.548,BROW,Brower County Park,CP,Stanwood,MI
,43.639,-85.69,BRUS,Brush Lake,NF,White Cloud,MI
,46.314,-89.053,BURN,Burned Dam,NF,Watersmeet,MI
,45.401,-84.619,BURL,Burt Lake State Park,SP,Indian River,MI
,44.663,-84.647,BURT,Burtons Landing - State Forest,SF,Grayling,MI
,43.935,-86.451,BUTT,Buttersville Park,CP,Ludington,MI
,41.797,-85.367,CADE,Cade Lake County Park,CP,Sturgis,MI
,43.873,-84.506,CALH,Calhoun City Campground,CP,Beaverton,MI
,42.58,-83.63,CAMD,Camp Dearborn,CP,Milford,MI
,44.634,-84.776,CAMP,Camp Grayling Military - MI ARNG,MIL,Grayling,MI
,45.44,-84.775,CAMP,Camp Petosega,CP,Alanson,MI
,46.059,-86.549,CAMS,Camp Seven Lake,NF,Rapid River,MI
,44.605,-84.464,CANH,Canoe Harbor - State Forest,SF,Grayling,MI
,45.892,-87.941,CARN,Carney Lake - Crystal Falls State Forest,SF,Iron Mountain,MI
,46.032,-84.721,CARP,Carp River,NF,St. Ignace,MI
,44.036,-85.725,CARR,Carrieville - State Forest,SF,Luther,MI
,43.975,-86.459,CART,Cartier Park Campground,CP,Ludington,MI
,43.947,-83.272,CASE,Caseville County Park,CP,Caseville,MI
,44.613,-84.992,CCCB,CCC Bridge - State Forest,SF,Kalkaska,MI
,45.746,-84.831,CECI,Cecil Lakeview City Park,CP,Cecil,MI
,45.502,-87.398,CEDA,Cedar River North - State Forest,SF,Cedar River,MI
,45.658,-84.418,CHEB,Cheboygan State Park,SP,Cheboygan,MI
,43.554,-86.495,CLAY,Claybanks Township Park,CP,New Era,MI
,45.133,-84.18,CLEA,Clear Lake State Park,SP,Atlanta,MI
,42.255,-85.346,COLB,Cold Brook County Park,CP,Climax,MI
,43.664,-84.949,COLD,Coldwater Lake Family Park,CP,Weidman,MI
,46.221,-86.436,COLW,Colwell Lake Rec Area,NF,Munising,MI
,43.758,-85.901,COND,Condon Lake,NF,Bitely,MI
,46.195,-86.561,COOK,Cookson Lake,NF,Munising,MI
,46.153,-86.609,CORN,Corner Lake Rec Area,NF,Munising,MI
,46.752,-88.94,COUR,Courtney Lake,NF,Mass City,MI
,42.3,-86.326,COVE,Covert Park,CP,Covert,MI
,44.977,-85.188,CRAV,Craven County Park,CP,Kearney,MI
,43.867,-85.19,CRIT,Crittenden County Park,CP,Sears,MI
,44.328,-85.284,CROO,Crooked Lake County Park,CP,Lake City,MI
,43.435,-85.665,CROT,Croton Township Park,CP,Newaygo,MI
,46.695,-85.36,CULH,Culhane Lake - State Forest,SF,Newberry,MI
,46.464,-90.183,CURR,Curry Park,CP,Ironwood,MI
,46.459,-86.261,CUSI,Cusino Lake - State Forest,SF,Melstrand,MI
,44.899,-86.02,DHDA,D. H. Day - Sleeping Bear Dunes National Lakeshore,NP,Empire,MI
,46.078,-88.183,DAWS,Dawson Lake Park,CP,Crystal Falls,MI
,42.617,-85.453,DEEP,Deep Lake - Yankee Springs State Rec Area,SP,Middleville,MI
,46.325,-88.324,DEEL,Deer Lake - State Forest,SF,Crystal Falls,MI
,45.958,-84.001,DETO,DeTour - Lake Superior State Forest,SF,De Tour,MI
,43.613,-85.813,DIAM,Diamond Lake Co Park,CP,White Cloud,MI
,44.203,-85.934,DORN,Dorner Lake,NF,Wellston,MI
,44.132,-85.997,DRIF,Driftwood Valley,NF,Irons,MI
,45.998,-83.788,DRUM,Drummond Island Township Park,CP,Drummond Island,MI
,44.218,-85.007,DYER,Dyer Lake - State Forest,SF,Falmouth,MI
,46.466,-85.944,EASB,East Branch Fox River - State Forest,SF,Seney,MI
,45.156,-85.14,EASJ,East Jordan Tourist Park,CP,East Jordan,MI
,44.278,-83.492,EAST,East Tawas City Park,CP,East Tawas,MI
,44.252,-86.298,EAST,Eastlake Village Campground,CP,Eastlake,MI
,42.544,-84.835,EATO,Eaton County Fairgrounds,CP,Charlotte,MI
,43.421,-85.787,EDHH,Ed H. Henning Park,CP,Newaygo,MI
,46.484,-89.94,EDDY,Eddy Park - Sunday Lake,CP,Wakefield,MI
,42.107,-86.434,EDEN,Eden Springs Park Campground, ,Benton Harbor,MI
,45.185,-84.428,ELKH,Elk Hill Trail Camp - State Forest,SF,Wolverine,MI
,42.534,-86.035,ELYL,Ely Lake - Allegan State Game Area,CP,Allegan,MI
,45.061,-83.902,EMER,Emerick Park,CP,Hillman,MI
,46.857,-88.856,EMIL,Emily Lake State Forest,SF,Houghton,MI
,44.788,-86.003,EMPI,Empire Township Campground,CP,Empire Airport,MI
,46.058,-85.171,EPOU,Epoufette Township Park,CP,Epoufette,MI
,45.11,-83.982,ESSL,Ess Lake - Mackinaw State Forest,SF,Atlanta,MI
,43.552,-83.095,EVRG,Evergreen County Park,CP,Cass City,MI
,46.283,-87.438,FARQ,Farquar - Metsa Tourist Park,CP,Gwinn,MI
,46.283,-87.438,FARQ,Farquar Metsa Tourist Park - Gwinn,CP,Gwinn,MI
,45.712,-86.668,FAYE,Fayette State Park,SP,Garden,MI
,43.629,-83.78,FINN,Finn Road Campground,CP,Essexville,MI
,45.305,-85.314,FISH,Fishermans Island State Park,SP,Charlevoix,MI
,45.937,-86.707,FLOW,Flowing Well Recreation Area,NF,Rapid River,MI
,45.933,-84.75,FOLE,Foley Creek,NF,St. Ignace,MI
,46.307,-86.869,FORL,Forest Lake - State Forest,SF,Chatham,MI
,44.673,-85.402,FORK,Forks - State Forest,SF,Williamsburg,MI
,42.335,-85.338,FORC,Fort Custer State Rec Area,SP,Augusta,MI
,47.467,-87.87,FORW,Fort Wilkins State Park,SP,Copper Harbor,MI
,45.472,-87.309,FOXC,Fox Co Park,CP,Cedar River,MI
,46.4,-86.029,FOXR,Fox River - State Forest,SF,Seney,MI
,43.459,-85.965,FREM,Fremont Lake City Park,CP,Fremont,MI
,44.621,-83.847,GABI,Gabions,NF,Glennie,MI
,44.778,-85.939,GARE,Garey Lake Trail Camp - State Forest,SF,Empire,MI
,46.154,-85.295,GARN,Garnet Lake - State Forest,SF,Garnet,MI
,46.073,-87.866,GENE,Genes Pond - State Forest,SF,Felch,MI
,45.847,-87.007,GLAB,Gladstone Bay,CP,Gladstone,MI
,43.977,-84.49,GLAC,Gladwin City Park,CP,Gladwin,MI
