,Lat,Long,Code,Campground,Type,City,State
679,38.998,-105.022,SPRI,Springdale,NF,Woodland Park,CO
598,39.006,-104.84,PERE,Peregrine Pines Military - USAF Academy,MIL,,CO
402,39.01,-104.994,FARI,Farish Military - USAF Academy,MIL,Colorado Springs,CO
443,39.015,-105.362,HAPP,Happy Meadows,NF,Woodland Park,CO
646,39.03,-105.433,ROUN,Round Mountain,NF,Florissant,CO
312,39.032,-105.987,BUFS,Buffalo Springs,NF,Fairplay,CO
472,39.032,-108.011,ISLL,Island Lake,NF,Cedaredge,CO
486,39.038,-107.948,KISE,Kiser Creek,NF,Cedaredge,CO
740,39.04,-107.979,WARD,Ward Lake,NF,Cedaredge,CO
319,39.042,-107.983,CARP,Carp Lake,NF,Cedaredge,CO
393,39.049,-107.936,EGGL,Eggleston,NF,Cedaredge,CO
683,39.05,-108.083,SPGM,Spruce Grove - Mesa,NF,Mesa,CO
478,39.053,-108.094,JUMB,Jumbo,NF,Mesa,CO
753,39.055,-105.253,WILD,Wildhorn,NF,Divide,CO
671,39.065,-105.092,SOUM,South Meadows,NF,Woodland Park,CO
729,39.065,-107.842,TWIL,Twin Lake,NF,Cedaredge,CO
741,39.066,-107.831,WEIR,Weir and Johnson,NF,Collbran,CO
730,39.067,-106.421,TWIN,Twin Peaks,NF,,CO
592,39.068,-106.41,PARP,Parry Peak,NF,,CO
613,39.076,-106.612,PORT,Portal,NF,Aspen,CO
748,39.078,-106.136,WESP,Weston Pass,NF,Fairplay,CO
287,39.078,-107.883,BIGK,Big Creek,NF,Collbran,CO
349,39.08,-105.094,COLO,Colorado,NF,Woodland Park,CO
347,39.081,-107.957,COLC,Collbran - Cottonwood Lake,NF,Cedaredge,CO
587,39.084,-105.105,PAIN,Painted Rocks,NF,Woodland Park,CO
750,39.09,-106.367,WHIS,White Star,NF,,CO
374,39.092,-106.325,DEXT,Dexter,NF,,CO
496,39.098,-106.366,LAKT,Lakeview - Twin Lakes,NF,Leadville,CO
299,39.1,-107.262,BOGA,Bogan Flats,NF,Redstone,CO
300,39.104,-107.898,BONH,Bonham Lake City Park,CP,,CO
497,39.117,-106.695,LINC,Lincoln Gulch,NF,Aspen,CO
719,39.119,-105.179,TRAI,Trail Creek,NF,Woodland Park,CO
742,39.121,-106.72,WELL,Weller,NF,Aspen,CO
648,39.121,-108.732,SADD,Saddlehorn - Colorado National Monument,NM,Fruita,CO
506,39.122,-106.625,LOSM,Lost Man,NF,Aspen,CO
527,39.124,-107.313,MCC2,McClure,NF,Redstone,CO
660,39.13,-106.901,SILQ,Silver Queen,NF,Aspen,CO
464,39.134,-103.471,HUGO,Hugo City Park,CP,Hugo,CO
682,39.138,-105.462,SPGL,Spruce Grove - Lake George,NF,Florissant,CO
375,39.141,-106.774,DIFF,Difficult,NF,Aspen,CO
657,39.143,-106.895,SILB,Silver Bell,NF,Aspen,CO
413,39.15,-108.74,FRUI,Fruita - Colorado River State Park,SP,Fruita,CO
394,39.152,-106.418,ELBE,Elbert Creek,NF,Leadville,CO
728,39.153,-105.478,TWIE,Twin Eagles,NF,Lake George,CO
656,39.158,-106.884,SILR,Silver Bar,NF,Aspen,CO
439,39.158,-106.397,HALW,Halfmoon West,NF,Leadville,CO
438,39.161,-106.396,HALE,Halfmoon East,NF,Leadville,CO
471,39.168,-108.301,ISLA,Island Acres - James M. Robb - Colorado River State Park,SP,Palisade,CO
422,39.171,-105.359,GOOS,Goose Creek,NF,Woodland Park,CO
621,39.172,-109.021,RABB,Rabbit Valley,BLM,Grand Junction,CO
552,39.194,-105.344,MOLG,Molly Gulch,NF,Sedalia,CO
628,39.201,-107.229,REDS,Redstone,NF,Redstone,CO
460,39.202,-106.086,HOR2,Horseshoe,NF,Fairplay,CO
411,39.21,-106.104,FOUR,Fourmile,NF,Fairplay,CO
606,39.212,-107.813,PION,Pioneer - Vega State Park,SP,Collbran,CO
385,39.215,-107.811,EARL,Early Settlers - Vega State Park,SP,Collbran,CO
271,39.222,-107.78,ASPG,Aspen Grove - Vega State Park,SP,Collbran,CO
579,39.231,-107.789,OAKP,Oak Point - Vega State Park,SP,Collbran,CO
274,39.236,-107.204,AVAL,Avalanche,NF,Redstone,CO
752,39.242,-105.266,WIGW,Wigwam,NF,Sedalia,CO
475,39.251,-105.089,JACK,Jackson Creek,NF,Denver,CO
502,39.252,-105.235,LONE,Lone Rock,NF,Woodland Park,CO
520,39.258,-106.36,MATC,Matchless,NF,Leadville,CO
658,39.26,-106.354,SILD,Silver Dollar,NF,Leadville,CO
551,39.264,-106.353,MOLB,Molly Brown,NF,Leadville,CO
283,39.269,-106.349,BELC,Belle of Colorado,NF,Leadville,CO
275,39.27,-106.351,BABY,Baby Doe,NF,Leadville,CO
454,39.27,-108.836,HIGL,Highline Lake State Park,SP,Loma,CO
373,39.271,-105.103,DEVI,Devils Head,NF,Sedalia,CO
704,39.275,-106.356,TABO,Tabor,NF,Leadville,CO
403,39.276,-106.352,FATH,Father Dyer,NF,Leadville,CO
525,39.278,-106.431,MAYQ,Mayqueen,NF,Leadville,CO
507,39.285,-105.507,LOSP,Lost Park,NF,Jefferson,CO
610,39.294,-105.204,PLAT,Platte River,NF,Woodland Park,CO
484,39.306,-105.265,KELS,Kelsey,NF,Bailey,CO
333,39.309,-106.637,CHAP,Chapman,NF,Basalt,CO
586,39.32,-105.188,OUZE,Ouzel,NF,Woodland Park,CO
430,39.326,-105.356,GREE,Green Mountain,NF,Deckers,CO
406,39.326,-105.086,FLAR,Flat Rocks,NF,Sedalia,CO
487,39.329,-106.128,KITE,Kite Lake,NF,Alma,CO
573,39.331,-108.702,NORF,North Fruita Desert,BLM,De Beque,CO
310,39.341,-105.329,BUFF,Buffalo,NF,Buffalo Creek,CO
398,39.344,-106.612,ELKW,Elk Wallow,NF,Basalt,CO
585,39.349,-105.177,OSPR,Osprey,NF,Woodland Park,CO
366,39.361,-106.738,DEAR,Dearhamer,NF,Basalt,CO
324,39.364,-104.584,CASE,Casey Jones Park,CP,Elizabeth,CO
653,39.372,-105.951,SELK,Selkirk,NF,Fairplay,CO
550,39.375,-106.81,MOLL,Mollie B,NF,Basalt,CO
499,39.375,-106.813,LITM,Little Maud,NF,Basalt,CO
498,39.378,-106.806,LTMA,Little Mattie,NF,Basalt,CO
466,39.381,-105.098,INDI,Indian Creek,NF,Sedalia,CO
421,39.404,-106.436,GOLP,Gold Park,NF,Minturn,CO
537,39.411,-105.883,MICH,Michigan Creek,NF,Jefferson,CO
485,39.414,-105.761,KENO,Kenosha Pass,NF,Jefferson,CO
318,39.42,-106.314,CAMH,Camp Hale Memorial,NF,Minturn,CO
501,39.423,-105.843,LODJ,Lodgepole - Jefferson,NF,Jefferson,CO
268,39.425,-105.843,ASP2,Aspen,NF,Jefferson,CO
477,39.433,-105.853,JEFF,Jefferson Creek,NF,Jefferson,CO
294,39.472,-106.366,BLOD,Blodgett,NF,Vail,CO
458,39.472,-106.366,HORN,Hornsilver,NF,Minturn,CO
703,39.48,-106.734,SYLV,Sylvan Lake State Park,SP,Gypsum,CO
751,39.482,-105.694,WHIT,Whiteside,NF,Grant,CO
441,39.482,-105.802,HAND,Handcart,NF,Jefferson,CO
440,39.483,-105.805,HALL,Hall Valley,NF,Webster,CO
414,39.492,-106.658,FULF,Fulford Cave,NF,Eagle,CO
437,39.501,-106.432,HALF,Halfmoon,NF,Leadville,CO
764,39.502,-106.678,YEOM,Yeoman Park,NF,Eagle,CO
368,39.508,-105.554,DEER,Deer Creek,NF,Bailey,CO
536,39.51,-105.535,MERI,Meridian,NF,Bailey,CO
313,39.513,-105.711,BURN,Burning Bear,NF,Jefferson,CO
716,39.523,-106.422,TIGI,Tigiwon,NF,Vail,CO
417,39.532,-105.737,GENE,Geneva Park,NF,Jefferson,CO
335,39.539,-105.063,CHAT,Chatfield State Park,SP,Littleton,CO
595,39.584,-106.071,PEAK,Peak One,NF,Frisco,CO
599,39.588,-106.069,PINC,Pine Cove,NF,Frisco,CO
616,39.6,-106.043,PROS,Prospector,NF,Dillon,CO
448,39.604,-106.078,HEAT,Heaton Bay,NF,Frisco,CO
738,39.608,-102.185,WAGO,Wagon Wheel - Bonny Lake State Park,SP,Idalia,CO
434,39.613,-105.716,GUAN,Guanella Pass,NF,Georgetown,CO
386,39.613,-102.17,EASB,East Beach - Bonny Lake State Park,SP,Idalia,CO
410,39.614,-102.22,FOST,Foster Grove - Bonny Lake State Park,SP,Idalia,CO
513,39.623,-106.031,LOWR,Lowry,NF,Dillon,CO
423,39.627,-106.275,GORC,Gore Creek,NF,Vail,CO
632,39.633,-107.751,RIFG,Rifle Gap State Park,SP,Rifle,CO
568,39.638,-102.185,NOCP,North Cove - Bonny Lake State Park,SP,Idalia,CO
336,39.647,-104.829,CHER,Cherry Creek State Park,SP,Aurora,CO
435,39.651,-106.952,GYPS,Gypsum,BLM,Glenwood Springs,CO
341,39.652,-105.708,CLEA,Clear Lake,NF,Georgetown,CO
276,39.654,-105.177,BEAR,Bear Creek Lake Park,CP,Lakewood,CO
391,39.658,-105.593,ECHL,Echo Lake - Idaho Springs,NF,Idaho Springs,CO
733,39.663,-107.071,UPPC,Upper Colorado Rec Area,BLM,Gypsum,CO
631,39.676,-107.699,RIFF,Rifle Falls State Park,SP,Rifle,CO
343,39.676,-107.204,COFF,Coffee Pot Spring,NF,Gypsum,CO
744,39.679,-105.657,WESC,West Chicago Creek,NF,Idaho Springs,CO
759,39.7,-106.676,WOLC,Wolcott,BLM,Dotsero,CO
297,39.726,-106.131,BLUR,Blue River,NF,Silverthorne,CO
633,39.731,-107.687,RIFM,Rifle Mountain County Park,CP,Rifle,CO
418,39.734,-105.689,GEOR,Georgetown Lake,CP,Georgetown,CO
749,39.747,-107.3,WHIO,White Owl,NF,Dotsero,CO
340,39.754,-105.231,CLEA,Clear Creek RV Park,CP,Golden,CO
700,39.759,-107.32,SUPP,Supply Basin,NF,Dotsero,CO
400,39.762,-105.684,EMPI,Empire City RV Parking,CP,Emprire,CO
714,39.764,-107.694,THRE,Three Forks,NF,New Castle,CO
367,39.772,-107.302,DEEK,Deep Lake,NF,Gypsum,CO
547,39.776,-105.792,MIZP,Mizpah,NF,Empire,CO
696,39.789,-106.023,SUGA,Sugar Loaf,NF,Hot Sulphur Springs,CO
669,39.796,-106.029,SOF1,South Fork,NF,Parshall,CO
701,39.797,-107.161,SWEE,Sweetwater Lake,NF,Dotsero,CO
530,39.817,-107.543,MEAL,Meadow Lake,NF,Buford,CO
350,39.817,-105.549,COLB,Columbine,NF,Central City,CO
643,39.834,-105.756,ROBB,Robbers Roost,NF,Winter Park,CO
326,39.837,-106.307,CATA,Cataract Creek,NF,Silverthorne,CO
365,39.838,-106.231,DAVI,Davis Springs,NF,Silverthorne,CO
346,39.842,-105.497,COL2,Cold Springs,NF,Black Hawk,CO
615,39.843,-106.232,PRAI,Prairie Point,NF,Dillon,CO
528,39.851,-106.238,MCDO,Mcdonald Flats,NF,Silverthorne,CO
272,39.864,-105.416,ASPM,Aspen Meadow  - Golden Gate Canyon State Park,SP,Golden,CO
670,39.867,-107.534,SOF2,South Fork,NF,,CO
399,39.874,-106.325,ELLI,Elliott Creek,NF,Silverthorne,CO
688,39.875,-105.127,STAN,Standley Lake,CP,Westminster,CO
357,39.875,-106.279,COWC,Cow Creek,NF,Silverthorne,CO
315,39.876,-105.897,BYER,Byers Creek,NF,Fraser,CO
629,39.878,-105.45,REVE,Reverends Ridge - Golden Gate State Park,SP,Golden,CO
758,39.889,-106.309,WILL,Willows,NF,Silverthorne,CO
325,39.891,-106.832,CATA,Catamount,BLM,Eagle,CO
459,39.9,-106.096,HOR1,Horseshoe,NF,Parshall,CO
465,39.904,-105.778,IDLE,Idlewild,NF,Winter Park,CO
453,39.919,-105.784,HIDE,Hideaway Park,CP,Winter Park,CO
685,39.923,-105.861,STLO,St. Louis Creek,NF,Fraser,CO
482,39.932,-105.498,KELD,Kelly Dahl,NF,Nederland,CO
722,39.993,-107.24,TRAL,Trappers Lake,NF,Buford,CO
309,39.994,-105.634,BUCH,Buckingham,CP,Boulder,CO
617,39.996,-106.492,PUMP,Pumphouse,BLM,Kremmling,CO
518,40.007,-107.426,MARV,Marvine,NF,Buford,CO
756,40.009,-106.217,WILF,Williams Fork Reservoir - SWA,SFW,Parshall,CO
623,40.01,-105.571,RAIN,Rainbow Lakes,NF,Nederland,CO
389,40.011,-107.426,EASM,East Marvine,NF,Meeker,CO
456,40.028,-107.272,HIME,Himes Peak,NF,Buford,CO
345,40.03,-107.119,COL1,Cold Springs,NF,Yampa,CO
461,40.035,-107.113,HOR3,Horseshoe,NF,,CO
534,40.036,-107.91,MEEK,Meeker City Park,CP,Meeker,CO
278,40.045,-107.07,BEA2,Bear Lake,NF,Yampa,CO
280,40.053,-106.133,HOTS,Beaver Creek Unti - Hot Sulphur State Wildlife Area,SP,Parshall,CO
570,40.059,-107.434,NORF,North Fork,NF,Buford,CO
292,40.067,-106.581,BLAK,Blacktail Creek,NF,Yampa,CO
424,40.074,-106.56,GORP,Gore Pass,NF,Kremmling,CO
515,40.078,-106.699,LYNX,Lynx Pass,NF,Toponas,CO
593,40.079,-105.569,PAWN,Pawnee,NF,Nederland,CO
607,40.079,-106.103,PION,Pioneer Park,CP,Hot Sulphur Sp,CO
624,40.089,-108.789,RANG,Rangely Camper Park,CP,Rangely,CO
635,40.092,-108.21,RIOB,Rio Blanco Lake Area - SWA,SFW,Meeker,CO
265,40.121,-105.76,ARAP,Arapaho Bay,NF,Granby,CO
317,40.128,-105.521,CAMD,Camp Dick,NF,Ward,CO
594,40.131,-105.506,PEAC,Peaceful Valley,NF,Nederland,CO
737,40.134,-107.261,VAUG,Vaughn Lake,NF,Yampa,CO
654,40.142,-107.138,SHEF,Sheriffs Reservoir,NF,Yampa,CO
757,40.144,-105.951,WILW,Willow Creek,NF,Granby,CO
698,40.147,-105.876,SUNP,Sunset Point,NF,Granby,CO
301,40.155,-105.126,BOUL,Boulder County Fairground,CP,Boulder,CO
686,40.161,-104.999,STVR,St. Vrain State Park,SP,Firestone,CO
361,40.17,-107.052,CROH,Crosho Lake Recreation Area,NF,Oak Creek,CO
731,40.174,-105.047,UNIO,Union Reservoir,CP,Longmont,CO
691,40.18,-105.887,STI1,Stillwater,NF,Granby,CO
334,40.186,-107.091,CHAR,Chapman Reservoir,NF,Yampa,CO
431,40.206,-105.844,GRER,Green Ridge,NF,Granby,CO
582,40.208,-105.523,OLIV,Olive Ridge,NF,Estes Park,CO
531,40.223,-105.274,MEAD,Meadow Park,CP,Lyons,CO
651,40.228,-106.057,SAWG,Sawmill Gulch,NF,Granby,CO
723,40.241,-107.096,TROU,Trout Creek,NF,Yampa,CO
535,40.242,-105.534,MEEK,Meeker Park Overflow,NF,Estes Park,CO
307,40.249,-103.625,BRUS,Brush Memorial RV Park,CP,Brush,CO
372,40.255,-106.079,DENV,Denver Creek,NF,Granby,CO
641,40.267,-103.8,RIVE,Riverside RV Park,CP,Fort Morgan,CO
504,40.275,-105.559,LONP,Longs Peak - Rocky Mountain National Park,NP,Estes Park,CO
687,40.285,-106.866,STAG,Stagecoach State Park,SP,Oak Creek,CO
322,40.32,-105.209,CARS,Carter Lake - South Side Campgrounds,CP,Berthoud,CO
419,40.33,-105.596,GLAC,Glacier Basin - Rocky Mountain National Park,NP,Estes Park,CO
450,40.335,-105.464,HERM,Hermit Park Open Space,CP,Estes Park,CO
519,40.347,-105.531,MARY,Marys Lake - USBR,BOR,Estes Park,CO
321,40.355,-105.22,CARN,Carter Lake - North Side Campgrounds,CP,Loveland,CO
555,40.358,-105.6,MORA,Moraine Park,NP,Estes Park,CO
603,40.364,-105.283,PINE,Pinewood Reservoir,CP,Loveland,CO
407,40.372,-105.233,FLRE,Flatiron Reservoir,CP,Loveland,CO
533,40.373,-106.724,MEAD,Meadows,NF,Steamboat Springs,CO
717,40.379,-105.852,TIMB,Timber Creek - Rocky Mountain National Park,NP,Grand Lake,CO
739,40.381,-106.685,WALT,Walton Creek,NF,,CO
476,40.385,-104.093,JACL,Jackson Lake State Park,SP,Orchard,CO
273,40.4,-105.594,ASPE,Aspenglen - Rocky Mountain National Park,NP,Estes Park,CO
383,40.405,-106.627,DUMO,Dumont Lake,NF,Steamboat Springs,CO
545,40.43,-104.863,MISS,Missile Site Park,CP,Greeley,CO
302,40.43,-105.058,BOYD,Boyd Lake State Park,SP,Loveland,CO
382,40.435,-107.896,DUFF,Duffy Mountain - Yampa River State Park,SP,Craig,CO
370,40.45,-108.523,DEEP,Deerlodge Park - Dinosaur National Monument,NM,Maybell,CO
481,40.47,-107.953,JUNP,Juniper Canyon - Yampa River State Park,SP,Craig,CO
387,40.482,-108.321,EASC,East Cross Mountain - Yampa River State Park,SP,Maybell,CO
447,40.49,-107.311,HEAY,Headquarters  - Yampa River State Park,SP,Hayden,CO
602,40.492,-106.008,PINS,Pines,NF,Rustic,CO
668,40.495,-107.554,SOUB,South Beach - Yampa River State Park,SP,Craig,CO
428,40.496,-106.691,GRAN,Granite,NF,Steamboat Springs,CO
523,40.501,-108.033,MABB,Maybell Bridge - Yampa River State Park,SP,Craig,CO
710,40.502,-105.89,CRGS,The Crags - State Forest State Park,SP,Walden,CO
625,40.503,-105.971,RANL,Ranger Lakes - State Forest State Park,SP,Walden,CO
427,40.503,-105.772,GRAV,Grand View,NF,Fort Collins,CO
451,40.507,-106.608,HIDD,Hidden Lakes,NF,Walden,CO
667,40.509,-105.154,SOUT,South Bay - Horsetooth Reservoir,CP,Fort Collins,CO
503,40.515,-105.767,LOND,Long Draw,NF,Gould,CO
524,40.517,-108.086,MAYB,Maybell City Park,CP,Maybell,CO
267,40.517,-106.032,ASP1,Aspen,NF,Gould,CO
392,40.525,-108.983,ECHP,Echo Park - Dinosaur National Monument,NM,Maybell,CO
467,40.527,-105.161,INLE,Inlet Bay - Horsetooth Reservoir,CP,Fort Collins,CO
381,40.536,-106.781,DRYL,Dry Lake,NF,Steamboat Springs,CO
697,40.545,-106.684,SUML,Summit Lake,NF,Walden,CO
574,40.553,-105.997,NOMI,North Michigan - State Forest State Park,SP,Walden,CO
433,40.557,-106.599,GRIZ,Grizzly Creek,NF,Walden,CO
298,40.56,-105.965,BOCK,Bockman - State Forest State Park,SP,Walden,CO
718,40.575,-105.583,TOMB,Tom Bennett,NF,Rustic,CO
708,40.585,-106.605,TEAK,Teal Lake,NF,Walden,CO
332,40.597,-105.852,CHAM,Chambers Lake,NF,Rustic,CO
270,40.619,-105.819,ASPN,Aspen Glen,NF,Fort Collins,CO
608,40.626,-103.246,PION,Pioneer Park,CP,Sterling,CO
291,40.633,-105.807,BISO,Big South,NF,Fort Collins,CO
474,40.633,-105.525,JACG,Jacks Gulch,NF,Rustic,CO
363,40.644,-104.343,CROW,Crow Valley,NF,Fort Collins,CO
444,40.646,-102.624,HARV,Harvester Park,CP,Haxtun,CO
726,40.674,-105.858,TUNN,Tunnel,NF,Rustic,CO
483,40.681,-105.483,KELF,Kelly Flats,NF,Rustic,CO
408,40.681,-102.845,FLEM,Fleming RV Park,CP,Fleming,CO
559,40.682,-105.467,MOUK,Mountain Park,NF,Rustic,CO
662,40.683,-105.774,SLEE,Sleeping Elephant,NF,Rustic,CO
694,40.684,-105.396,STOV,Stove Prairie,NF,Fort Collins,CO
264,40.689,-105.35,ANSE,Ansel Watrous,NF,Rustic,CO
562,40.691,-105.431,NARR,Narrows,NF,Rustic,CO
511,40.691,-105.431,LOWN,Lower Narrows,NF,Fort Collins,CO
734,40.691,-105.431,UPPN,Upper Narrows,NF,Fort Collins,CO
384,40.697,-105.444,DUTC,Dutch George,NF,Fort Collins,CO
284,40.708,-105.724,BIGB,Big Bend,NF,Fort Collins,CO
416,40.727,-108.887,GATL,Gates of Lodore - Dinosaur National Monument,NM,Maybell,CO
457,40.749,-106.834,HINM,Hinman Park,NF,Steamboat Springs,CO
650,40.758,-107.331,SAWC,Sawmill Creek,NF,Craig,CO
412,40.762,-107.421,FREE,Freeman Reservoir,NF,Craig,CO
282,40.771,-105.617,BELL,Bellaire Lake,NF,Red Feather Lakes,CO
652,40.774,-106.768,SEED,Seedhouse,NF,Steamboat Springs,CO
596,40.789,-106.892,PEAR,Pearl Lake State Park,SP,Clark,CO
747,40.79,-105.568,WESL,West Lake,NF,Red Feather Lakes,CO
379,40.791,-105.557,DOWD,Dowdy Lake,NF,Red Feather Lakes,CO
576,40.796,-103.265,NORT,North Sterling State Park,SP,Sterling,CO
306,40.796,-105.927,BROW,Browns Park,NF,Gould,CO
360,40.81,-108.923,CROO,Crook - Browns Wildlife Area,SFW,Maybell,CO
571,40.814,-105.71,NORP,North Fork Poudre,NF,Livermore,CO
689,40.814,-106.964,STEA,Steamboat Lake State Park,SP,Clark,CO
468,40.826,-108.734,IRIS,Irish Canyon,BLM,Maybell,CO
702,40.836,-109.039,SWIN,Swinging Bridge - Browns Wildlife Area,SFW,,CO
436,40.84,-106.997,HAHN,Hahns Peak Lake,NF,Steamboat Springs,CO
288,40.935,-106.609,BICL,Big Creek Lakes,NF,,CO
9,41.777,-73.494,MACE,Macedonia Brook State Park,SP,Kent,CT
8,41.709,-73.384,LAKE,Lake Waramaug State Park,SP,Kent,CT
6,41.823,-73.377,HOUS,Housatonic Meadows State Park,SP,Sharon,CT
12,41.71,-73.224,POIN,Point Folly - White Memorial,CP,Bantam,CT
16,41.727,-73.216,WIND,Windmill Hill - White Memorial,CP,Litchfield,CT
7,41.421,-73.205,KETT,Kettletown State Park,SP,Southbury,CT
0,41.651,-73.098,BLAC,Black Rock State Park,SP,Thomaston,CT
4,41.935,-73.004,HAWS,Haws Memorial - American Legion State Forest,SF,Barkhamsted,CT
3,41.265,-72.556,HAMM,Hammonasset State Park,SP,Madison,CT
1,41.484,-72.342,DEVI,Devils Hopyard State Park,SP,East Haddam,CT
13,41.31,-72.243,ROCK,Rocky Neck State Park,SP,Niantic,CT
14,41.651,-72.093,SALT,Salt Rock State Park,SP,Baltic,CT
10,41.859,-71.985,MASH,Mashamoquet Brook State Park,SP,Pomfret Center,CT
17,41.852,-71.971,WOLF,Wolf Den - Mashamoquet Brook State Park,SP,Pomfret Center,CT
5,41.602,-71.926,HOPE,Hopeville Pond State Park,SP,Griswold,CT
15,41.954,-71.894,WEST,West Thompson Lake,COE,,CT
11,41.593,-71.869,MOUN,Mount Misery - Pachaug State Forest,SF,Voluntown,CT
2,41.534,-71.811,GREE,Green Falls - Pachaug State Forest,SF,,CT
22,39.548,-75.718,LUMS,Lums Pond State Park,SP,Kirkwood,DE
23,38.645,-75.6,SORO,Soroptimist Park,CP,Seaford,DE
21,38.979,-75.534,KILL,Killens Pond State Park,SP,Felton,DE
24,38.53,-75.476,TRAP,Trap Pond State Park,SP,Laurel,DE
20,39.114,-75.457,DOVE,Dover AFB Military,MIL,Dover,DE
18,38.78,-75.117,CAPE,Cape Henlopen State Park,SP,Lewes,DE
19,38.606,-75.066,DELA,Delaware Seashore State Park,SP,Rehoboth Beach,DE
510,24.584,-81.77,SIGS,Sigsbee RV Military - Key West NAS,MIL,Key West,FL
362,24.66,-81.274,BAHI,Bahia Honda State Park,SP,Big Pine Key,FL
465,24.71,-81.106,MARA,Marathon Military,MIL,Marathon,FL
386,24.743,-80.983,CURR,Curry Hammock State Park,SP,Marathon,FL
457,24.817,-80.824,LONK,Long Key State Park,SP,Layton,FL
434,25.127,-80.41,JOHN,John Pennekamp - Coral Reef State Park,SP,Key Largo,FL
400,25.137,-80.943,FLAM,Flamingo - Everglades National Park,NP,,FL
458,25.417,-80.647,LONP,Long Pine Key - Everglades National Park,NP,,FL
453,25.602,-80.405,LARR,Larry and Penny Thompson Park,CP,Miami,FL
469,25.869,-81.114,MONU,Monument Lake - Big Cypress National Preserve,NP,Ochopee,FL
373,25.891,-81.23,BURN,Burns Lake - Big Cypress National Preserve,NP,Ochopee,FL
382,25.992,-81.59,COLL,Collier - Seminole State Park,SP,Naples,FL
376,26.004,-80.321,CBSM,CB Smith Park,CP,Pembroke Pines,FL
521,26.039,-80.171,TYPA,T.Y. Park, ,Hollywood,FL
525,26.039,-80.171,TOPE,Topeekeegee Yugnee County Park,CP,Hollywood,FL
466,26.127,-80.36,MARK,Markham Park,CP,Sunrise,FL
393,26.172,-80.16,EASP,Easterlin Park,CP,,FL
363,26.226,-81.267,BEAR,Bear Island - Big Cypress WMA,SFW,Immokalee,FL
494,26.306,-80.153,QUIE,Quiet Waters Park,CP,Deerfield Beach,FL
442,26.431,-81.815,KORE,Koreshan Historic State Park,SP,Estero,FL
514,26.681,-80.733,SOUT,South Bay RV County Park,CP,South Bay,FL
364,26.7,-80.708,BELL,Belle Glade Marina Campground,CP,Belle Glade,FL
530,26.724,-81.693,WPFR,W. P. Franklin,COE,Alva,FL
482,26.788,-81.309,ORTO,Ortona South,COE,Labelle,FL
486,26.824,-80.668,PAHO,Pahokee State Park,SP,Pahokee,FL
399,26.938,-81.319,FISH,Fisheating Creek Campground,SFW,Palmdale,FL
435,27.003,-80.101,JONA,Jonathan Dickinson State Park,SP,Stuart,FL
431,27.06,-80.97,INDI,Indian Prairie Canal RA,CP,Okeechobee,FL
518,27.111,-80.284,STLU,St. Lucie Lock,COE,Stuart,FL
491,27.111,-80.283,PHIP,Phipps County Park,CP,Stuart,FL
480,27.151,-80.868,OKEE,Okee-Tantie Campground and Marina,CP,Okeechobee,FL
483,27.17,-82.477,OSCA,Oscar Scherer State Park,SP,Osprey,FL
473,27.24,-82.315,MYAK,Myakka River State Park,SP,Sarasota,FL
505,27.382,-80.306,SAVA,Savannas Recreational Park,CP,Fort Pierce,FL
420,27.471,-81.515,HIGH,Highlands Hammock State Park,SP,Sebring,FL
450,27.475,-82.349,LKMA,Lake Manatee State Park,SP,Bradenton,FL
441,27.539,-81.023,KISS,Kissimmee Prairie State Park,SP,Okeechobee,FL
404,27.614,-82.733,FORD,Fort Desoto County Park,CP,Tierra Verde,FL
455,27.658,-82.381,LITM,Little Manatee River State Park,SP,Wimauma,FL
361,27.688,-81.36,AVON,Avon Park AF Range  Military,MIL,Avon Park,FL
360,27.705,-81.447,ARBU,Arbuckle - Lake Wales Ridge SF,SF,Frostproof,FL
443,27.721,-81.418,LAKE,Lake Arbuckle Co Park,CP,Frostproof,FL
392,27.739,-82.466,EGSI,E G Simmons County Park,CP,Ruskin,FL
357,27.781,-82.146,ALAF,Alafia River State Park,SP,Lithia,FL
390,27.817,-80.504,DONA,Donald MacDonald Campgrounds,CP,Sebastian,FL
495,27.827,-82.487,RACC,Raccoon Creek Military - MacDill AFB,MIL,Tampa,FL
383,27.827,-82.487,COON,Coons Creek Military - MacDill AFB,MIL,Tampa,FL
506,27.856,-80.446,SEBA,Sebastian Inlet State Park,SP,Vero Beach,FL
454,27.865,-82.228,LITH,Lithia Springs,CP,,FL
459,27.872,-80.47,LONG,Long Point,CP,Melbourne Beach,FL
394,27.928,-82.16,EDWA,Edward Medard,CP,Plant City,FL
448,27.969,-81.38,LKKI,Lake Kissimmee State Park,SP,Lake Wales,FL
502,28.056,-81.886,SADD,Saddle Creek County Park,CP,Lakeland,FL
421,28.145,-82.224,HILL,Hillsborough River State Park,SP,Thonotosassa,FL
533,28.165,-80.663,WICK,Wickham Park,CP,Melbourne,FL
462,28.238,-80.615,MANA,Manatee Cove Military - Patrick AFB,MIL,,FL
535,28.343,-82.12,WITH,Withlacoochee River Park,CP,Dade City,FL
470,28.381,-81.189,MOSS,Moss/Split Oak,CP,Orlando,FL
433,28.406,-80.595,JETT,Jetty Park,CP,Cape Canaveral,FL
449,28.456,-81.721,LKLO,Lake Louisa State Park,SP,Clermont,FL
463,28.504,-80.783,MANH,Manatee Hammock Park,CP,Titusville,FL
