,Lat,Long,Code,Campground,Type,City,State
1642,45.272,-94.873,KAN5,Kandiyohi County Park 5,CP,Spicer,MN
1585,46.63,-94.869,FRAM,Frames Landing Campsite,CP,Nimrod,MN
1641,45.191,-94.863,KAN3,Kandiyohi County Park 3,CP,Kandiyohi,MN
1562,46.354,-94.849,DOWE,Dower Lake Rec Area,CP,Staples,MN
1863,48.861,-94.839,ZIPP,Zippel Bay State Park,SP,Williams,MN
1601,47.16,-94.834,GULC,Gulch Lake - Paul Bunyan State Forest,SF,Laporte,MN
1729,46.424,-94.831,OLDW,Old Wadena County Park,CP,Staples,MN
1654,47.539,-94.826,LAKE,Lake Bemidji State Park,SP,Bemidji,MN
1648,46.533,-94.819,KNOB,Knob Hill,CP,Staples,MN
1773,45.675,-94.807,SAUK,Sauk River City Park,CP,Melrose,MN
1836,43.963,-94.804,VOSS,Voss Park City Campground,CP,Butterfield,MN
1520,46.457,-94.802,BULL,Bullard Bluff Campsite,CP,Staples,MN
1684,44.463,-94.789,MACK,Mack Lake Co Park,CP,Fairfax,MN
1512,45.773,-94.771,BIRF,Birch Lake - Birch Lake State Forest,SF,Melrose,MN
1533,43.796,-94.735,CEDA,Cedar Hanson Co Park,CP,Trimont,MN
1476,47.003,-94.735,AKEL,Akeley City Campground,CP,Akeley,MN
1583,44.452,-94.729,FORT,Fort Ridgely State Park,SP,Fairfax,MN
1797,44.31,-94.728,SPOS,Sportsman Park - Sleepy Eye,CP,Sleepy Eye,MN
1662,45.326,-94.728,LAKK,Lake Koronis Regional Park,CP,Paynesville,MN
1570,43.677,-94.666,EVER,Everett Park,CP,Sherburn,MN
1802,43.974,-94.64,STJA,St. James Municipal,CP,St. James,MN
1534,45.81,-94.625,CEDA,Cedar Lake Memorial Park,CP,Grey Eagle,MN
1821,48.719,-94.601,TIMB,Timber Mill RV Park,CP,Baudette,MN
1791,47.33,-94.588,SOUP,South Pike Bay,NF,Cass Lake,MN
1746,47.732,-94.587,PINT,Pine Tree Park,CP,Blackduck,MN
1517,43.551,-94.582,BRIG,Bright Lake Co Park,CP,Welcome,MN
1653,44.807,-94.566,LAKE,Lake Allie Co Park,CP,Buffalo Lake,MN
1659,44.118,-94.55,LAKH,Lake Hanska County Park,CP,Hanska,MN
1532,47.38,-94.529,CASS,Cass Lake,NF,Cass Lake,MN
1665,45.106,-94.528,LAKR,Lake Ripley RV,CP,Litchfield,MN
1723,47.38,-94.516,NORW,Norway Beach,NF,Cass Lake,MN
1542,44.463,-94.511,CLEA,Clear Lake Co Park,CP,Gibbon,MN
1505,48.174,-94.511,BIGB,Big Bog State Rec Area,SRA,Waskish,MN
1843,48.166,-94.51,WASH,Washkish Park,CP,Washkish,MN
1564,43.991,-94.51,EAGL,Eagle Nest Park,CP,St. James,MN
1845,47.603,-94.509,WEBS,Webster Lake,NF,Blackduck,MN
1539,47.382,-94.508,CHIL,Chippewa Loop,NF,,MN
1839,47.387,-94.507,WANA,Wanaki,NF,Cass Lake,MN
1526,47.422,-94.497,CAMP,Camp Cassaway,CP,Cass Lake,MN
1763,46.428,-94.484,ROCK,Rock Lake - Pillsbury State Forest,SF,Pillager,MN
1649,47.45,-94.484,KNUT,Knutson Dam,NF,Cass Lake,MN
1578,44.295,-94.46,FLAN,Flandrau State Park,SP,New Ulm,MN
1804,47.137,-94.456,STOP,Stony Point,NF,Walker,MN
1827,43.825,-94.432,TRUM,Truman City Park,CP,Truman,MN
1844,44.041,-94.422,WATO,Watona City Park,CP,Madelia,MN
1742,44.976,-94.419,PIEP,Piepenburg Co Park,CP,Hutchinson,MN
1536,45.963,-94.392,CHAR,Charles Lindbergh State Park,SP,Little Falls,MN
1691,44.892,-94.387,MASO,Masonic West River Park,CP,Hutchinson,MN
1664,44.786,-94.377,LAKE,Lake Marion Co Park,CP,Brownton,MN
1559,46.093,-94.367,DEPA,DeParcq Woods Military - Camp Ripley,MIL,Little Falls,MN
1602,46.411,-94.353,GULL,Gull Lake Recreation Area,COE,Brainerd,MN
1552,46.277,-94.335,CROW,Crow Wing State Park,SP,Brainerd,MN
1858,47.426,-94.32,WINN,Winnie,NF,Cass Lake,MN
1547,45.049,-94.246,COLL,Collinwood County Park,CP,Cokato,MN
1672,47.245,-94.225,LEEC,Leech Lake Rec Area,COE,Walker,MN
1682,46.369,-94.166,LUM,Lum City Park,CP,Brainerd,MN
1502,45.748,-94.166,BENT,Benton Beach,CP,Rice,MN
1725,44.759,-94.161,OAKL,Oak Leaf Park,CP,Glencoe,MN
1785,47.311,-94.125,SIXM,Six Mile,CP,Bena,MN
1814,47.444,-94.121,TAMA,Tamarack Point,NF,Bena,MN
1862,43.534,-94.111,WOOD,Woods Lake Co Park,CP,Elmore,MN
1754,44.092,-94.11,RAPI,Rapidan Dam Co Park,CP,Mankato,MN
1765,46.674,-94.109,RONA,Ronald Cloutier - Cross Lake,COE,Crosslake,MN
1557,47.514,-94.106,DEER,Deer Lake,NF,Deer River,MN
1848,47.524,-94.102,WEST,West Seelye Bay,NF,Deer River,MN
1566,47.525,-94.096,EASS,East Seelye Bay,NF,Deer River,MN
1743,45.978,-94.091,PIER,Pierz Park,CP,Pierz,MN
1704,44.159,-94.087,MINN,Minneopa State Park,SP,Mankato,MN
1683,47.05,-94.072,MABE,Mabel Lake,NF,Remer,MN
1778,45.284,-94.068,SCHR,Schroeder County Park,CP,Annandale,MN
1856,47.504,-94.063,WILN,Williams Narrows,NF,Bena,MN
1586,48.642,-94.059,FRAN,Franz Jevne State Park,SP,Birchdale,MN
1747,47.439,-94.055,LAKW,Plug Hat Point,NF,Deer River,MN
1710,47.518,-94.048,MOSO,Mosomo Point,NF,Deer River,MN
1859,47.43,-94.048,WIND,Winnie Dam,NF,Deer River,MN
1731,47.511,-94.044,ONEG,Onegume,NF,Deer River,MN
1599,46.634,-94.039,GREE,Greer Lake - Crow Wing State Forest,SF,Crosby,MN
1554,43.874,-94.001,DALY,Daly County Park,CP,Mapleton,MN
1842,46.85,-93.98,WASH,Washburn Lake - Land OLakes State Forest,SF,Outing,MN
1545,46.849,-93.98,CLIN,Clint Converse - Land OLakes State Forest,SF,Ironton,MN
1553,46.49,-93.978,CUYU,Cuyuna Country State Park - Portsmouth Campground,SRA,Ironton,MN
1717,47.755,-93.968,NOMA,Noma Lake,NF,Bigfork,MN
1551,46.48,-93.955,CROS,Crosby Memorial Park,CP,Crosby,MN
1760,44.322,-93.952,RIVO,Riverside Park - St Peter,CP,Ortonville,MN
1496,44.811,-93.945,BAYL,Baylor Co Park,CP,Norwood,MN
1478,44.522,-93.907,ALLA,Allansons Park,CP,Henderson,MN
1777,47.224,-93.803,SCHO,Schoolcraft State Park,SP,Calumet,MN
1506,48.195,-93.802,BIG,Big Falls City,CP,Big Falls,MN
1516,44.184,-93.789,BRAY,Bray County Park,CP,Madison Lake,MN
1703,46.135,-93.761,MILL,Mille Lacs Kathio State Park,SP,Onamia,MN
1744,43.641,-93.731,PIHL,Pihls County Park,CP,Wells,MN
1705,44.647,-93.718,MINS,Minnesota Valley Rec Area,SP,Jordan,MN
1475,46.54,-93.713,AITC,Aitkin County Campground,CP,Aitkin,MN
1548,47.428,-93.698,COTT,Cottonwood Lake - Bowstring State Forest,SF,Calumet,MN
1486,45.425,-93.694,ANNL,Ann Lake - Sand Dunes State Forest,SF,Zimmerman,MN
1530,44.867,-93.687,CARV,Carver Park Reserve,CP,Victoria,MN
1707,47.394,-93.672,MOOL,Moose Lake - Bowstring State Forest,SF,Deer River,MN
1721,47.557,-93.652,NORT,North Star,NF,Marcell,MN
1492,45.029,-93.635,BAKP,Baker Park Reserve,CP,Maple Plain,MN
1677,47.921,-93.62,LITT,Little American Falls,CP,Craigville,MN
1612,46.993,-93.591,HILL,Hill Lake City Park,CP,Hill City,MN
1750,47.251,-93.586,POKE,Pokegama Rec Area,COE,Grand Rapids,MN
1758,45.572,-93.579,RIVP,Riverside City Park - Princeton,CP,Princeton,MN
1546,47.61,-93.577,CLUB,Clubhouse,NF,Marcell,MN
1776,47.715,-93.57,SCEN,Scenic State Park,SP,Bigfork,MN
1679,48.4,-93.564,LOFG,Lofgren Memorial Park,CP,Little Fork,MN
1770,44.22,-93.538,SAKA,Sakatah Lake State Park,SP,Waterville,MN
1633,47.248,-93.523,ITAS,Itasca County Fairgrounds,CP,Grand Rapids,MN
1573,46.145,-93.488,FATH,Father Hennepin State Park,SP,Isle,MN
1503,46.71,-93.486,BERG,Bergland County Park,CP,Palisade,MN
1670,47.768,-93.418,LARS,Larson Lake ? George Washington State Forest,SF,Bigfork,MN
1681,47.686,-93.407,LOST,Lost Lake ? George Washington State Forest,SF,Bigfork,MN
1495,47.79,-93.396,BASS,Bass Lake,CP,Effie,MN
1735,47.679,-93.394,OWEN,Owen Lake ? George Washington State Forest,SF,Bigfork,MN
1544,44.69,-93.387,CLEA,Cleary Lake Regional Park,CP,Prior Lake,MN
1771,46.788,-93.325,SANL,Sandy Lake Rec Area,COE,McGregor,MN
1711,43.637,-93.309,MYR 2.00,Myre  Big Island State Park 2,SP,Albert Lea,MN
1840,47.138,-93.3,WARB,Warba American Legion,CP,Warba,MN
1482,47.138,-93.3,AMEW,American Legion Park - Warba,CP,Warba,MN
1712,43.624,-93.289,MYR 1.00,Myre Big Island State Park 1,SP,Albert Lea,MN
1523,47.853,-93.288,BUTT,Button Box ? George Washington State Forest,SF,Togo,MN
1788,46.186,-93.277,SNAR,Snake River City Campground,CP,McGrath,MN
1521,45.21,-93.277,BUNK,Bunker Hills Regional Park,CP,Anoka,MN
1635,47.009,-93.274,JACO,Jacobson County Campground,CP,Jacobson,MN
1499,47.678,-93.267,BEAL,Bear Lake ? George Washington State Forest,SF,Togo,MN
1819,47.8,-93.238,THIS,Thistledew ? George Washington State Forest,SF,Togo,MN
1606,46.951,-93.206,HAYL,Hay Lake  - Savanna State Forest,SF,Jacobson,MN
1629,45.574,-93.192,ISAN,Isanti County Fairgrounds,CP,Cambridge,MN
1671,44.773,-93.187,LEBA,Lebanon Hills Regional Park,CP,Apple Valley,MN
1774,46.826,-93.149,SAVA,Savanna Portage State Park,SP,McGregor,MN
1713,44.342,-93.108,NERS,Nerstrand Big Woods State Park,SP,Nerstrand,MN
1756,45.17,-93.082,RICE,Rice Creek Chain of Lakes Regional Park,CP,Coon Rapids,MN
1757,44.092,-93.064,RICE,Rice Lake State Park,SP,Owatonna,MN
1861,48.483,-93.058,WOOD,Woodenfrog - Kabetogama State Forest,SF,Kabetogama Lake,MN
1693,47.67,-93.031,MCCA,McCarthy Beach State Park,SP,Side Lake,MN
1656,44.513,-92.949,LAKB,Lake Byllesby Regional Park,CP,Cannon Falls,MN
1579,46.93,-92.911,FLOO,Floodwood Municipal,CP,Floodwood,MN
1658,44.981,-92.897,LAEL,Lake Elmo County Park Preserve,CP,Lake Elmo,MN
1832,45.208,-92.875,VETE,Veterans Campground - Big Marine Lake,CP,Hugo,MN
1728,45.702,-92.872,OLDR,Old Railroad Bridge - St. Croix National Scenic River,NP,Rush City,MN
1493,46.171,-92.848,BANN,Banning State Park,SP,Sandstone,MN
1857,46.328,-92.826,WILL,Willow River - Gen Andrews State Forest,SF,Willow River,MN
1489,48.407,-92.811,ASHR,Ash River - Kabetogama State Forest,SF,Orr,MN
1800,44.802,-92.798,STCB,St. Croix Bluffs Regional Park,CP,Hastings,MN
1474,44.848,-92.791,AFTO,Afton State Park,SP,Hastings,MN
1519,47.489,-92.781,BUHL,Buhl RV Park,CP,Buhl,MN
1787,45.822,-92.78,SNAK,Snake River - Chengwatana State Forest,SF,Pine City,MN
1806,47.497,-92.78,STUB,Stubler Beach,CP,Buhl,MN
1854,45.224,-92.764,WILO,William OBrien State Park,SP,Marine on St. Croix,MN
1708,46.453,-92.757,MOCP,Moose Lake City Park,CP,Moose Lake,MN
1709,46.436,-92.736,MOOS,Moose Lake State Park,SP,Moose Lake,MN
1852,45.537,-92.736,WILD,Wild River State Park,SP,Center City,MN
1494,46.503,-92.691,BARN,Barnum City Park,CP,Barnum,MN
1864,44.3,-92.675,ZUMB,Zumbrota Covered Bridge Park,CP,Zumbrota,MN
1627,45.395,-92.668,INTM,Interstate State Park,SP,Taylors Falls,MN
1849,47.491,-92.665,WEST,West Two River,CP,Mountain Iron,MN
1736,44.084,-92.652,OXBO,Oxbow County Park,CP,Byron,MN
1838,47.898,-92.591,WAKE,Wakemup Bay - Kabetogama State Forest,SF,Cook,MN
1737,45.95,-92.574,STCR,Paint Rock Springs - St. Croix State Park,SP,Hinckley,MN
1761,45.952,-92.567,BOUL,Riverview - St. Croix State Park,SP,Hinckley,MN
1483,46.372,-92.555,ANDE,Anderson - Berger Park,CP,Duquette,MN
1745,43.711,-92.54,PINL,Pine Lawn Park,CP,Grand Meadow,MN
1733,44.168,-92.54,ORON,Oronoco City Park,CP,Oronoco,MN
1663,43.533,-92.526,LAKL,Lake Louise State Park,SP,LeRoy,MN
1569,47.437,-92.504,EVEL,Eveleth Veterans Memorial Park,CP,Eveleth,MN
1507,47.705,-92.499,BIGR,Big Rice Lake,NF,Virginia,MN
1567,48.17,-92.491,ECHO,Echo Lake,NF,Ely,MN
1752,44.209,-92.481,POND,Ponderosa,CP,Mazeppa,MN
1740,47.752,-92.474,PFEI,Pfeiffer Lake,NF,Tower,MN
1792,46.727,-92.465,SPAF,Spafford City Park,CP,Cloquet,MN
1782,47.484,-92.464,SHRW,Sherwood Forest City Campground,CP,Gilbert,MN
1589,46.405,-92.44,GARF,Garfvert - Nemadji State Forest,SF,Nickerson,MN
1515,46.05,-92.418,BOUL,Boulder - St Croix State Forest,SF,Hinckley,MN
1636,46.655,-92.367,JAYC,Jay Cooke State Park,SP,Carlton,MN
1587,44.533,-92.346,FRON,Frontenac State Park,SP,Frontenac,MN
1831,47.531,-92.327,VERM,Vermilion Trail,CP,Biwabik,MN
1537,43.994,-92.312,CHES,Chester Woods Co Park,CP,Rochester,MN
1618,47.819,-92.299,HOOD,Hoodoo Point City Campground,CP,Tower,MN
1661,48.132,-92.297,LAKJ,Lake Jeanette,NF,Ely,MN
1614,44.471,-92.291,HOKS,Hok Si La City Park,CP,Lake City,MN
1581,46.66,-92.281,FOND,Fond du Lac City,CP,Duluth,MN
1697,47.827,-92.273,MCKI,McKinley City Park,CP,Soudan,MN
1611,44.877,-92.24,HIGH,Highland Ridge - Eau Galle Reservoir,COE,,MN
1793,46.715,-92.223,SPIR,Spirit Mountain City Campground,CP,Duluth,MN
1582,43.64,-92.212,FORE,Forestville Mystery Cave State Park,SP,Preston,MN
1610,47.663,-92.193,HERI,Heritage City Park,CP,Embarrass,MN
1626,46.722,-92.185,INDI,Indian Point City Campground,CP,Duluth,MN
1529,44.116,-92.173,CARL,Carley State Park,SP,Plainview,MN
1577,47.505,-92.171,FISH,Fishermans Point City Campground,CP,Hoyt Lakes,MN
1850,47.332,-92.144,WHIF,Whiteface Reservoir,NF,Hoyt Lakes,MN
1498,47.792,-92.085,BEAR,Bear Head Lake State Park,SP,Ely,MN
1650,44.34,-92.076,KRUG,Kruger - Dorer Memorial Hardwood,SF,Wabasha,MN
1851,44.063,-92.043,WHIT,Whitewater State Park,SP,Altura,MN
1497,44.385,-92.038,BEAC,Beach Park at Hungry Point,CP,Wabasha,MN
1720,43.558,-92.007,NORH,North Park - Harmony,CP,Harmony,MN
1604,43.558,-92.007,HARM,Harmony City Camping,CP,Harmony,MN
1812,43.718,-91.976,SYLV,Sylvan City Park,CP,Lanesboro,MN
1524,47.379,-91.917,CADO,Cadotte Lake,NF,Hoyt Lakes,MN
1575,47.996,-91.915,FENS,Fenske Lake,NF,Ely,MN
1816,47.556,-91.872,TEMR,Temperance State Park,SP,,MN
1625,47.273,-91.847,INDI,Indian Lake - Cloquet Valley State Forest,SF,Two Harbors,MN
1637,44.173,-91.839,JOHN,John Latsch State Park,SP,Winona,MN
1739,43.784,-91.834,PETE,Peterson City RV Park,CP,Peterson,MN
1511,47.759,-91.781,BIRL,Birch Lake,NF,Ely,MN
1790,47.816,-91.732,SOUK,South Kawishiwi River,NF,Ely,MN
1571,47.952,-91.722,FALL,Fall Lake,NF,Ely,MN
1753,44.075,-91.675,PRAI,Prairie Island City Campground,CP,Winona,MN
1807,47.382,-91.669,SULL,Sullivan Lake ? Finland State Forest,SF,Two Harbors,MN
1522,47.024,-91.662,BURL,Burlington Bay City Campsite,CP,Two Harbors,MN
1798,43.557,-91.644,SPRI,Spring Grove City Park,CP,Spring Grove,MN
1500,43.64,-91.578,BEAV,Beaver Creek Valley State Park,SP,Caledonia,MN
1621,43.766,-91.572,HOUS,Houston Nature Center,CP,Houston,MN
1694,47.639,-91.535,MCDO,Mcdougal Lake,NF,Isabella,MN
1596,47.144,-91.467,GOOS,Gooseberry Falls State Park,SP,Two Harbors,MN
1678,47.647,-91.423,LITT,Little Isabella River,NF,Isabella,MN
1598,43.939,-91.409,GREA,Great River Bluffs State Park,SP,Winona,MN
1795,47.202,-91.376,SPLR,Split Rock Lighthouse State Park,SP,Two Harbors,MN
1853,43.687,-91.273,WILD,Wildcat Park and Landing,CP,Brownsville,MN
1576,47.414,-91.241,FIN3,Finland - Finland State Forest,SF,Finland,MN
1568,47.373,-91.228,ERBE,Eckbeck ? Finland State Forest,SF,Finland,MN
1817,47.344,-91.208,TETT,Tettegouche State Park,SP,Silver Bay,MN
1605,47.663,-91.125,HARR,Harriet Lake,NF,Isabella,MN
1591,47.505,-91.108,GEOR,George Crosby - Manitou State Park,SP,Silver Bay,MN
1645,47.839,-91.103,KAWI,Kawishiwi Lake,NF,Ely,MN
1716,47.58,-91.073,NINE,Ninemile Lake,NF,Schroeder,MN
1824,47.713,-90.954,TOOH,Toohey Lake,NF,Schroeder,MN
1825,48.159,-90.898,TRAI,Trails End,NF,Grand Marais,MN
1775,47.866,-90.887,SAWB,Sawbill Lake,NF,Tofte,MN
1815,47.719,-90.88,TEMP,Temperance River,NF,Silver Bay,MN
1491,47.845,-90.818,BAKE,Baker Lake,NF,Tofte,MN
1549,47.825,-90.772,CRES,Crescent Lake,NF,Tofte,MN
1628,48.068,-90.615,IRON,Iron Lake,NF,Grand Marais,MN
1531,47.833,-90.531,CASC,Cascade River State Park,SP,Lutsen,MN
1560,47.829,-90.463,DEVI,Devil Track Lake,NF,Grand Marais,MN
1828,47.879,-90.446,TWOL,Two Island Lake,NF,Grand Marais,MN
1580,48.053,-90.408,FLOU,Flour Lake,NF,Grand Marais,MN
1565,48.037,-90.394,EAST,East Bearskin Lake,NF,Grand Marais,MN
1597,47.746,-90.345,GRAM,Grand Marais City RV Park,CP,Grand Marais,MN
1647,47.863,-90.226,KIMB,Kimball Lake,NF,Grand Marais,MN
1561,48.003,-90.091,DEVF,Devilfish Lake - Grand Portage State Forest,SF,Grand Marais,MN
1638,47.882,-90.082,JUDG,Judge Magney State Park,SP,Grand Marais,MN
1695,48.054,-90.059,MCFA,McFarland Lake - Grand Portage State Forest,SF,Grand Marais,MN
1877,40.086,-95.342,BIGL,Big Lake State Park,SP,Craig,MO
1949,39.539,-95.053,LEWI,Lewis and Clark State Park,SP,Rushville,MO
2051,39.394,-94.871,WEST,Weston Bend State Park,SP,Weston,MO
1969,40.362,-94.775,MOZI,Mozingo Lake County RV Park,CP,Maryville,MO
2008,39.908,-94.692,ROCH,Rochester Falls Access - MDC,SFW,St. Joseph,MO
1996,37.533,-94.574,PRAI,Prairie State Park,SP,Mindenmines,MO
2022,39.396,-94.56,SMIT,Smiths Fork,CP,Smithville,MO
2016,37.088,-94.55,SCHI,Schifferdecker Park,CP,Joplin,MO
1889,39.412,-94.521,CAMP,Camp Branch County Campground,CP,Smithville,MO
1904,39.391,-94.516,CROS,Crows Creek County Campground,CP,Smithville,MO
1957,38.904,-94.453,LONV,Longview Lake County Campground,CP,Lee's Summit,MO
1947,36.608,-94.447,LANA,Lanagan Access City Park,CP,Lanagan,MO
1972,36.871,-94.356,NEOS,Neosho City Campground,CP,Neosho,MO
1997,38.096,-94.354,PROS,Prospect City Park,CP,Rich Hill,MO
1881,39.005,-94.351,BLUE,Blue Springs County Campground,CP,Blue Springs,MO
1941,38.952,-94.334,LAKJ,Lake Jacomo - Fleming Park,CP,Lees Summit,MO
1946,37.484,-94.282,LAMA,Lamar City Park,CP,Lamar,MO
2048,39.4,-94.258,WATK,Watkins Mill State Park,SP,Kearney,MO
2045,39.661,-94.213,WALL,Wallace State Park,SP,Cameron,MO
1923,40.393,-94.086,HARR,Harrison County Lake,CP,Bethany,MO
1922,39.746,-94.04,HAMI,Hamilton City Lake,CP,Hamilton,MO
2005,36.584,-93.837,ROAR,Roaring River State Park,SP,Cassville,MO
2013,37.52,-93.806,RUAR,Ruark Bluff - Stockton Lake,COE,Stockton,MO
1977,37.66,-93.792,ORLS,Orleans Trail South Park - Stockton Lake,COE,Stockton,MO
1925,37.596,-93.787,HAWK,Hawker Point - Stockton Lake,COE,Stockton,MO
1976,37.674,-93.781,ORLN,Orleans Trail North Park -Stockton Lake,COE,Stockton,MO
1970,37.54,-93.78,MUTT,Mutton Creek Park, ,Stockton,MO
2026,37.621,-93.762,STOC,Stockton State Park,SP,Stockton,MO
1901,37.671,-93.745,CRAB,Crabtree Cove - Stockton Lake,COE,Stockton,MO
2023,38.293,-93.732,SPAR,Sparrowfoot - Harry S. Truman Lake,COE,Clinton,MO
1913,36.529,-93.729,EAGL,Eagle Rock - Table Rock Lake,COE,Eagle Rock,MO
1979,38.052,-93.698,OSCE,Osceola RV Park,CP,Osceola,MO
1895,37.578,-93.692,CEDA,Cedar Ridge - Stockton Lake,COE,Stockton,MO
1878,36.558,-93.678,BIGM,Big M - Table Rock Lake,COE,Cassville,MO
2042,36.566,-93.677,VINE,Viney Creek,COE,Golden,MO
1903,40.09,-93.671,CROW,Crowder State Park,SP,Trenton,MO
1963,37.599,-93.666,MAST,Masters Park, ,Stockton,MO
2032,38.136,-93.614,TALL,Talley Bend - Harry S. Truman Lake,COE,Lowry City,MO
1888,38.249,-93.6,BUCS,Bucksaw - Harry S. Truman Lake,COE,Tightwad,MO
2043,36.561,-93.592,VIOL,Viola - Table Rock Lake,COE,Viola,MO
1939,38.753,-93.577,KNOB,Knob Noster State Park,SP,Knob Noster,MO
1876,36.618,-93.568,BIGB,Big Bay - Table Rock Lake,NF,Shell Knob,MO
1891,36.598,-93.555,CAMB,Campbell Point - Table Rock Lake,COE,Shell Knob,MO
2053,38.36,-93.544,WIND,Windsor Crossing Park, ,Tightwad,MO
2049,37.894,-93.538,WEAU,Weaubleau City Park,CP,Weaubleau,MO
1893,36.722,-93.53,CAPE,Cape Fair - Table Rock Lake,COE,Cape Fair,MO
1883,39.456,-93.525,BOGA,Bogard City Park,CP,Bogard,MO
1914,38.529,-93.511,FARC,Farrington City Park,CP,Windsor,MO
1874,38.212,-93.507,BERB,Berry Bend - Harry S. Truman Lake,COE,Warsaw,MO
1871,36.568,-93.498,BAXT,Baxter - Table Rock Lake,COE,Lampe,MO
1894,39.365,-93.485,CARR,Carrollton City Park,CP,Carrollton,MO
1956,38.273,-93.474,LONS,Long Shoal - Harry S. Truman Lake,COE,Warsaw,MO
1935,36.606,-93.472,JOEB,Joe Bald - Table Rock Lake,COE,Kimberling City,MO
1868,36.672,-93.46,AUNT,Aunts Creek - Table Rock Lake,COE,Kimberling City,MO
1924,38.281,-93.449,HARR,Harry S Truman State Park,SP,Warsaw,MO
1966,36.594,-93.44,MILL,Mill Creek - Table Rock Lake,COE,Kimberling City,MO
2019,38.262,-93.42,SHAW,Shawnee Bend - Harry S Truman Lake,COE,Warsaw,MO
2034,38.298,-93.401,THIB,Thibaut Point - Harry S. Truman Lake,COE,Warsaw,MO
1900,36.566,-93.391,COWC,Cow Creek,COE,Blue Eye,MO
1978,38.186,-93.377,OSAG,Osage Bluff - Harry S. Truman Lake,COE,Warsaw,MO
2052,37.88,-93.374,WHEA,Wheatland - Pomme de Terre Lake,COE,Hermitage,MO
1950,37.832,-93.364,LIGH,Lightfoot Landing - Pomme de Terre Lake,COE,Wheatland,MO
1933,36.632,-93.346,INDP,Indian Point - Table Rock Lake,COE,,MO
1884,39.473,-93.328,BOSW,Bosworth City Park,CP,Bosworth,MO
1951,38.392,-93.325,LINC,Lincoln City Park,CP,Lincoln,MO
1980,37.901,-93.324,OUTL,Outlet Area - Pomme de Terre Lake,COE,Hermitage,MO
1974,36.56,-93.323,OLDH,Old Highway 86 - Table Rock Lake,COE,Branson,MO
1992,37.874,-93.319,POMM,Pomme de Terre State Park,SP,Pittsburg,MO
1906,37.901,-93.312,DAMS,Damsite - Pomme de Terre Lake,COE,Hermitage,MO
2031,36.583,-93.309,TABL,Table Rock State Park,SP,Branson,MO
1955,36.52,-93.304,LONC,Long Creek - Table Rock Lake,COE,,MO
1902,36.483,-93.301,CRIC,Cricket Creek, ,Omaha,MO
1971,37.864,-93.274,NEMO,Nemo Landing - Pomme de Terre Lake,COE,Hermitage,MO
2040,39.263,-93.267,VANM,Van Meter State Park,SP,Miami,MO
1991,37.841,-93.261,PITT,Pittsburg Park, ,Pittsburgh,MO
1986,39.784,-93.225,PERS,Pershing State Park,SP,Meadville,MO
1885,36.635,-93.217,BRAN,Branson City Campground,CP,Branson,MO
1929,39.429,-93.134,HERR,Herring Memorial Park - Brunswick,CP,Brunswick,MO
1909,36.553,-93.108,DRUR,Drury-Mincy Conservation Area - MDC,SFW,Mincy,MO
2018,36.684,-93.103,SHAD,Shadow Rock Park,CP,Forsyth,MO
2004,36.679,-93.101,RIVR,River Run,COE,Forsyth,MO
1898,36.892,-93.1,COBB,Cobb Ridge,NF,Chadwick,MO
1890,36.909,-93.079,CAMR,Camp Ridge,NF,Chadwick,MO
1886,39.762,-93.063,BROO,Brookfield City Park,CP,Brookfield,MO
1872,36.641,-93.047,BEAV,Beaver Creek,COE,Forsyth,MO
2039,40.48,-93.009,UNIO,Unionville City RV Park,CP,Unionville,MO
1867,39.063,-92.946,ARRO,Arrow Rock State Park,SP,Blackwater,MO
1964,39.438,-92.939,MAXW,Maxwell Taylor Park,CP,Keytesville,MO
1988,38.872,-92.916,PILO,Pilot Grove City Park,CP,Pilot Grove,MO
1873,37.738,-92.859,BENN,Bennett Spring State Park,SP,Lebanon,MO
2041,38.43,-92.855,VERS,Versailles City Park,CP,Versailles,MO
2027,39.219,-92.848,STUM,Stump Island Park,CP,Glasgow,MO
2014,39.416,-92.8,SALI,Salisbury City Park,CP,Salisbury,MO
1887,36.49,-92.796,BUCK,Buck Creek,COE,Protem,MO
1930,36.49,-92.773,HIG1,Highway 125, ,Peel,MO
1937,39.01,-92.751,KATY,Katy Roundhouse Campground,CP,New Franklin,MO
2033,36.574,-92.654,THEO,Theodosia,COE,Theodosia,MO
2036,40.185,-92.643,THOU,Thousand Hills State Park,SP,Kirksville,MO
2035,39.624,-92.617,THOM,Thomas Hill Reservoir  - Hwy T Campground - MDC,SFW,College Mound,MO
1942,38.091,-92.608,LAKE,Lake of the Ozarks Military,MIL,Linn Creek,MO
1993,36.51,-92.604,PONT,Pontiac,COE,Gainesville,MO
1943,38.077,-92.573,LAKO,Lake of the Ozarks State Park,SP,Kaiser,MO
1954,39.869,-92.518,LONB,Long Branch State Park,SP,Macon,MO
2002,36.87,-92.47,RIPP,Rippee Conserrvation Area - MDC,SFW,Ava,MO
2010,39.422,-92.467,ROTH,Rothwell Park,CP,Moberly,MO
1959,39.721,-92.464,MACO,Macon Co Park,CP,Macon,MO
1915,39.077,-92.33,FING,Finger Lakes State Park,SP,Columbia,MO
1880,38.59,-92.304,BIND,Binder Park,CP,Jefferson City,MO
1983,36.643,-92.225,PATR,Patrick Bridge Access - MDC,SFW,Caulfield,MO
2011,37.826,-92.203,ROUB,Roubidoux Springs,CP,Waynesville,MO
